country,_year,population,pop_lower,pop_higher,pop_pred,gdp_current_usd,gdp_lower,gdp_higher,gdp_pred,land_area_ha,land_area_ha_low,land_area_ha_high,land_area_ha_pred,agri_land_pct,agri_land_pct_low,agri_land_pct_high,agri_land_pct_pred,forest_area_pct,forest_area_pct_low,forest_area_pct_high,forest_area_pct_pred,cereal_yield_kg_ha,cereal_yield_kg_ha_low,cereal_yield_kg_ha_high,cereal_yield_kg_ha_pred,cash_crop_yield_kg_ha,cash_crop_yield_kg_ha_low,cash_crop_yield_kg_ha_high,cash_crop_yield_kg_ha_pred,employment_agri_pct,employment_agri_pct_low,employment_agri_pct_high,employment_agri_pct_pred,livestock_production_100_index,livestock_production_100_index_low,livestock_production_100_index_high,livestock_production_100_index_pred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,1/01/2023,0.00,341827234.30,342963803.10,342372858.60,,21300000000000.00,21800000000000.00,21500000000000.00,,18652209.88,19138466.41,18893325.13,,647187.68,766055.41,707767.23,0.00,131615933.90,133642901.70,132645264.80,0.00,3810863.68,4435030.71,4129359.76,0.00,2900073.23,2983048.99,2942032.56,0.00,79.43,80.01,79.72,0.00,328513271.10,466114305.70,393992067.80,0,2.61E+11,5.21E+11,3.93E+11,0,172.6337958,311.5686762,245.0231062,0,3.53E+11,5.42E+11,4.48E+11,0,6.51541914,6.961216765,6.727894625,0,100.0615381,100.1622012,100.110673,0,12.35042729,16.61728678,14.57087797,0,83.19909162,83.50004869,83.34781463,0,12584.37516,13119.97775,12856.03375
United States of America,1/01/2024,0.00,344278072.20,345656095.00,344963572.10,,21800000000000.00,22300000000000.00,22000000000000.00,,18776162.68,19363091.41,19062926.38,,658693.42,780523.22,717621.42,0.00,134048155.90,136328365.80,135156029.20,0.00,3809457.63,4428072.79,4141761.63,0.00,2939852.05,3028193.92,2983553.86,0.00,79.49,80.10,79.81,0.00,338494253.20,471386160.10,401557516.60,0,2.80E+11,5.35E+11,4.09E+11,0,186.1230946,312.7791403,252.2054315,0,3.67E+11,5.52E+11,4.60E+11,0,6.31021137,6.758221417,6.5317236,0,100.0620861,100.1873219,100.1287905,0,12.83299533,16.86225413,14.76660385,0,83.36703809,83.76771916,83.57342808,0,12624.31296,13171.11681,12900.74082
United States of America,1/01/2025,0.00,346633705.30,348261897.70,347448189.40,,22200000000000.00,22800000000000.00,22500000000000.00,,18953439.64,19684541.44,19292367.61,,662466.33,784687.09,727105.49,0.00,136624014.50,139057392.00,137851460.70,0.00,3825451.65,4462042.74,4156477.02,0.00,2963087.04,3058349.75,3011572.39,0.00,79.57,80.23,79.90,0.00,340907349.20,474290276.60,408644556.40,0,2.63E+11,5.14E+11,3.87E+11,0,184.4333335,319.8797561,252.1754736,0,3.62E+11,5.51E+11,4.55E+11,0,6.133322448,6.58026743,6.355268396,0,100.0699936,100.2299733,100.1537027,0,13.071446,17.01439239,15.06350301,0,83.43618023,84.00319305,83.73568336,0,12542.01662,13101.56242,12806.36172
United States of America,1/01/2026,0.00,349085189.30,351053926.20,350090038.90,,22700000000000.00,23300000000000.00,23000000000000.00,,19047865.92,19982687.66,19493464.35,,672296.81,798674.25,734368.82,0.00,138992908.40,141856990.50,140347405.70,0.00,3828475.92,4464152.82,4161562.92,0.00,2983139.86,3088902.88,3036898.71,0.00,79.65,80.40,80.04,0.00,351527812.00,487659214.40,413839851.70,0,2.81E+11,5.38E+11,4.01E+11,0,185.071525,324.1286678,257.6065057,0,3.72E+11,5.55E+11,4.68E+11,0,5.970315432,6.427669019,6.193211564,0,100.0664338,100.258935,100.1674064,0,13.28631451,17.24043448,15.28070169,0,83.54339682,84.27882988,83.93179127,0,12470.65465,13029.66338,12741.47077
United States of America,1/01/2027,0.00,351455594.20,354001750.30,352707195.00,,23100000000000.00,23800000000000.00,23500000000000.00,,19093077.95,20318824.04,19678764.40,,683371.62,801905.31,742927.36,0.00,141246871.60,144418640.10,142850619.10,0.00,3862956.14,4479129.23,4170304.40,0.00,3016081.30,3123816.90,3070314.33,0.00,79.77,80.55,80.16,0.00,352487483.60,490022235.40,420220080.20,0,2.80E+11,5.43E+11,4.16E+11,0,193.2656723,331.4933937,263.9141689,0,3.92E+11,5.71E+11,4.80E+11,0,5.773429324,6.251310488,6.014132768,0,100.061706,100.2972305,100.1781803,0,13.51479202,17.59829941,15.4871507,0,83.66139753,84.54147598,84.13821471,0,12446.76866,13041.86082,12731.37847
United States of America,1/01/2028,0.00,353815809.40,356770921.70,355297908.50,,23600000000000.00,24300000000000.00,24000000000000.00,,19120387.45,20640953.91,19848365.66,,692718.12,814139.21,752781.55,0.00,143427502.30,147046152.00,145361383.50,0.00,3865609.51,4505199.21,4182706.28,0.00,3051242.55,3169543.34,3111835.64,0.00,79.79,80.68,80.25,0.00,360381814.60,494687290.10,427785529.00,0,3.09E+11,5.61E+11,4.32E+11,0,197.3644261,338.9870535,271.0964942,0,3.95E+11,5.81E+11,4.92E+11,0,5.587153386,6.075272378,5.817961742,0,100.0469982,100.339938,100.1962978,0,13.55998538,17.70264795,15.68287658,0,83.79925976,84.90776812,84.36382817,0,12443.88439,13117.44378,12776.08554
United States of America,1/01/2029,0.00,356018784.70,359528746.80,357782525.90,,24000000000000.00,24900000000000.00,24400000000000.00,,19205003.40,20992770.99,20077806.88,,698002.80,821669.45,762265.62,0.00,146087613.00,150078005.00,148056815.00,0.00,3855570.17,4496977.58,4197421.67,0.00,3073741.13,3203498.66,3139854.16,0.00,79.85,80.86,80.34,0.00,364979905.30,503111282.90,434872568.80,0,2.75E+11,5.38E+11,4.10E+11,0,204.008675,337.4661078,271.0665363,0,3.92E+11,5.82E+11,4.87E+11,0,5.389093739,5.889686539,5.641506538,0,100.0418999,100.3873104,100.22121,0,13.93763282,18.20242896,15.97977575,0,83.85845951,85.17457186,84.52608344,0,12325.70598,13057.03805,12681.70644
United States of America,1/01/2030,0.00,358280216.90,362497401.40,360424375.30,,24500000000000.00,25300000000000.00,24900000000000.00,,19256698.72,21359066.93,20278903.63,,707990.14,828036.96,769528.96,0.00,148239662.60,152925644.40,150552760.00,0.00,3910340.17,4537424.94,4202507.56,0.00,3090968.92,3238638.10,3165180.48,0.00,79.88,81.07,80.48,0.00,370060676.40,507403098.30,440067864.10,0,2.92E+11,5.72E+11,4.23E+11,0,206.6849993,342.4452709,276.4975684,0,4.08E+11,5.96E+11,5.00E+11,0,5.241067154,5.744340715,5.479449707,0,100.0299643,100.4221675,100.2349137,0,14.17145436,18.21942946,16.19697442,0,83.90187351,85.4599042,84.72219135,0,12248.25684,13001.63696,12616.81549
Vietnam,1/01/1960,32670039.00,32606050.84,32709971.58,32660090.70,1011854802.00,-90356602083.00,5826691804.00,-42166737022.00,11886.81,4106.17,13146.68,8868.59,2192.06,325.06,2659.69,1408.46,10030.64,-67314.55,33916.97,-15743.59,1377532.19,1323434.58,1628690.00,1476614.20,393510.62,374310.36,473887.02,423797.39,59.04,58.95,59.42,59.19,0.00,-34675244.30,3466474.29,-15943726.83,0,-7301706654,3305891682,-2131014122,0,-12.71503921,2.185637118,-5.306438046,0,-25060457363,4749567598,-10566819879,35.82084804,34.54864671,36.72134178,35.59840267,93.64902147,93.50768155,93.73746514,93.62448795,2.621796208,-10.93378488,32.00211057,10.27198115,14.7,7.801649926,19.03983665,13.18236726,0,-113.3799581,30.85977348,-37.03728675
Vietnam,1/01/1961,33666110.00,33612140.36,33718689.95,33665439.67,1124283114.00,-93194087487.00,4988066795.00,-44564185314.00,13207.57,6956.80,16399.48,11716.80,2435.63,910.80,3166.85,2012.94,11145.16,-60315.28,37640.02,-9632.71,1402563.81,1323194.27,1642473.97,1482000.43,392546.84,374804.01,471854.41,422692.82,59.72,59.51,59.98,59.75,0.00,-32969812.76,4595649.01,-14720430.95,0,-7925367830,2509029807,-2686780354,0,-8.984310381,4.863443641,-1.964262099,0,-23409275906,5232280092,-9015809606,35.82443048,34.70496915,36.77212051,35.76386219,93.74276424,93.62415027,93.85715151,93.74167513,2.913106897,-9.997558029,34.48808476,11.42173776,15.031,9.785348844,20.56249845,15.28517015,0,-91.99397247,54.16961205,-22.8963258
Vietnam,1/01/1962,34683407.00,34635303.10,34741840.53,34687031.80,1249203460.00,-90927782436.00,10017130428.00,-39838915220.00,14675.08,9716.01,19184.20,14276.90,2706.25,1291.75,3689.37,2471.45,12383.51,-55316.20,44760.48,-5418.32,1423753.86,1339995.58,1658948.83,1496942.07,390986.05,377189.92,471062.44,424715.91,60.39,60.07,60.52,60.31,0.00,-30396892.03,5825800.45,-12767248.73,0,-7609761684,2644970446,-2307661112,0,-9.936195336,4.71894093,-2.738378701,0,-22883073179,6876406535,-8319105948,35.82801328,34.75053348,36.77866014,35.78285706,93.83660084,93.74479129,93.96797298,93.85323191,3.236785441,-8.397062269,33.06656784,12.03300311,15.369,9.614836064,20.86320977,15.29043139,0,-89.36995682,49.73148923,-19.10552155
Vietnam,1/01/1963,35721217.00,35682647.42,35789677.09,35735198.79,1388003844.00,-83241824230.00,13719619546.00,-34855039372.00,16305.64,12036.98,21199.32,16508.15,3006.95,1700.20,4058.83,2929.38,13759.46,-49191.29,46206.01,-21.43,1442172.69,1351270.27,1658583.64,1509760.40,389325.54,376592.87,471407.36,425985.65,61.02,60.71,61.15,60.93,0.00,-28606879.58,7225167.38,-10580455.06,0,-6742971967,3653529929,-1899348072,0,-10.78887864,3.59615079,-3.555397255,0,-21853659176,6403617794,-8047445128,35.83159644,34.65473402,36.75922296,35.74252659,93.93053137,93.83670181,94.0677443,93.94802631,3.596428268,-8.646625853,34.69847544,12.66971083,15.714,8.694389465,20.55802494,14.95438626,0,-92.16716507,52.12363007,-17.64312742
Vietnam,1/01/1964,36779999.00,36721021.16,36823239.71,36772677.30,1542226493.00,-75218721038.00,19374870355.00,-29614798235.00,18117.38,13746.49,22859.32,18412.47,3341.05,2147.58,4593.31,3386.95,15288.28,-45365.51,59994.73,6552.78,1459062.56,1365400.92,1675088.06,1520452.84,388507.13,377039.98,469879.91,426501.26,61.58,61.37,61.82,61.60,0.00,-26068854.27,9860972.32,-8160364.98,0,-6654380126,3728370537,-1462136378,0,-11.42721154,2.946541541,-4.414033419,0,-22819060697,7040846574,-8200483624,35.83517996,34.57358189,36.68147581,35.64301919,94.02455592,93.88788799,94.11006147,94.0000526,3.996031409,-8.439113363,34.05923372,13.33200707,16.064,8.097569935,19.58393605,14.27775232,0,-88.40025888,47.87801484,-18.5042774
Vietnam,1/01/1965,37858951.00,37809012.52,37909576.63,37859498.04,1713584993.00,-80292309950.00,13567187519.00,-32012246524.00,20130.42,16444.68,26154.67,21260.72,3712.28,2819.65,5197.01,3991.43,16986.98,-38078.72,60757.92,12663.66,1475969.06,1365930.53,1680760.54,1525839.07,390931.53,378649.65,471898.43,425396.70,61.96,61.68,62.12,61.88,0.00,-27432869.71,11586179.91,-6937069.11,0,-7492920355,3538993434,-2017902608,0,-7.82614585,6.370416418,-1.071857472,0,-21397762143,7532220271,-6649473351,35.83876383,34.80700283,36.85981939,35.80847871,94.1186746,93.9987647,94.23604585,94.11723979,4.440034899,-6.536812252,35.47512066,14.48176368,16.421,10.7325036,22.23348874,16.38055522,0,-72.25677156,62.94487143,-4.36331646
Vietnam,1/01/1966,38958048.00,38910760.26,39011921.43,38962339.34,1903983325.00,-72390734165.00,21016720934.00,-27286976427.00,22367.13,19362.07,28221.04,23820.86,4124.75,3212.21,5640.66,4449.93,18874.42,-32934.49,71371.70,16878.05,1494235.93,1374536.29,1698905.24,1540780.71,399670.61,374811.69,477632.84,427419.78,62.04,61.93,62.38,62.16,0.00,-23313145.47,12278498.41,-4983886.88,0,-7010482730,3627133667,-1638783362,0,-9.254683915,5.067157747,-1.845974074,0,-20805507231,8471748596,-5952769692,35.84234807,34.7093787,36.90186959,35.82747358,94.21288749,94.11336474,94.34493134,94.22879658,4.93337211,-5.337542475,37.1383449,15.09302903,16.784,10.78468232,21.96021222,16.38581646,0,-73.58751168,70.23699421,-0.572512224
Vietnam,1/01/1967,40072948.00,40033546.11,40138442.62,40084910.74,2115537028.00,-71887866116.00,29458769053.00,-22303100572.00,24852.37,21620.33,30658.53,26052.90,4583.06,3830.32,6038.25,4908.83,20971.58,-29390.10,72412.75,22274.94,1514036.12,1391047.71,1693391.87,1553599.04,415997.27,380626.34,473356.06,428689.52,61.77,61.33,61.77,61.56,0.00,-20576065.26,14934145.14,-2797093.22,0,-6190744205,4393498368,-1230470318,0,-9.71525444,4.98336976,-2.662992628,0,-20138238394,9588580739,-5681108869,35.84593266,34.6663743,36.87939578,35.78714311,94.30719468,94.2085165,94.44339425,94.32385673,5.481524567,-4.542255752,36.77673261,15.72973675,17.153,10.19005322,21.64330293,16.04977133,0,-80.01826836,70.92959216,0.889881918
Vietnam,1/01/1968,41193601.00,41145343.40,41250821.24,41196793.67,2350596698.00,-61432062579.00,32856488978.00,-17062859427.00,27613.75,23338.49,32500.61,27958.01,5092.29,4220.33,6541.50,5367.38,23301.76,-21155.40,73319.05,28849.16,1535203.12,1399244.67,1722237.26,1564291.48,439659.30,382685.68,479562.35,429205.14,61.19,60.78,61.22,61.00,0.00,-16360224.36,19047855.39,-377003.13,0,-6365778539,4415984276,-793258621.3,0,-10.56449339,3.56059309,-3.521628791,0,-20316687981,8921099838,-5834147364,35.84951761,34.68421843,36.80304395,35.68763572,94.40159628,94.26728039,94.49000397,94.37614877,6.090582852,-4.409172536,37.63602695,16.39203299,17.529,9.636794027,21.11791626,15.37313739,0,-71.9998999,71.92448581,0.028731954
Vietnam,1/01/1969,42307146.00,42241713.30,42347469.55,42295709.15,2611774109.00,-68578780787.00,29430691748.00,-19460307718.00,30681.94,26074.56,35227.73,30812.84,5658.10,4785.50,7111.65,5973.23,25890.84,-17774.17,82362.29,34968.04,1557495.27,1423607.65,1721318.38,1569677.70,469059.33,383987.16,477506.54,428100.57,60.38,60.13,60.55,60.34,0.00,-16721607.46,20164518.52,846292.75,0,-6757113501,3762490624,-1349024854,0,-7.568990759,6.998049243,-0.179452844,0,-18906416509,9530301261,-4283137132,35.85310292,34.8376328,36.88275891,35.85309523,94.49609237,94.3748861,94.61104652,94.49371241,6.76731428,-3.196944797,39.00458849,17.5417896,17.911,12.23540439,23.11380468,17.47594029,0,-52.98514232,91.41830642,14.16969293
Vietnam,1/01/1970,43404793.00,43332675.70,43440651.88,43387890.33,2901971232.00,-62995359486.00,30299596248.00,-14735037612.00,34091.04,29686.81,39207.94,34475.83,6286.78,5176.98,7595.35,6434.84,28767.60,-10590.16,91053.39,39194.29,1580108.08,1430472.48,1754709.39,1584619.34,499675.98,384748.07,479407.63,430123.66,59.56,59.45,59.91,59.68,0.00,-15383269.74,21323767.69,2799474.97,0,-6218012412,4663011257,-969905609.8,0,-8.54231298,5.72922861,-0.953569445,0,-18920681380,11522562999,-3586433496,35.85668859,34.78156119,36.9442454,35.8720901,94.59068305,94.48606099,94.71705,94.60578803,7.519238089,-2.477911743,39.78204456,18.15305495,18.3,11.5976065,22.81514362,17.48120153,0,-51.06284107,89.43617271,17.96049721
Vietnam,1/01/1971,44484035.00,44438518.03,44539885.88,44487739.92,3224412480.00,-58885943027.00,36123395868.00,-9751161752.00,37878.94,33241.18,42725.46,37809.97,6985.31,5687.38,8007.05,6895.88,31964.00,-2330.22,93449.26,44603.03,1601736.65,1435746.60,1760385.93,1597437.67,525223.00,383822.22,478685.21,431393.40,58.98,58.85,59.29,59.07,0.00,-13947865.13,22817494.69,4986268.64,0,-6103717386,4488724136,-561592566,0,-8.762790623,5.658136253,-1.770587999,0,-17802838665,11492050040,-3314772678,35.86027462,34.76824359,36.9572329,35.83175964,94.68536842,94.57881073,94.81363915,94.70110126,8.354708988,-3.401352283,39.76466112,18.78976267,18.396,11.92761367,22.74591859,17.14515639,40.32907536,-51.84836369,90.41315333,19.42289139
Vietnam,1/01/1972,45548479.00,45496273.72,45601294.33,45547579.06,3582680533.00,-52333916653.00,43978935037.00,-4510920609.00,42087.71,37031.50,46399.41,41832.02,7761.45,6377.83,8838.75,7560.59,35515.56,2512.91,100922.18,51199.08,1621161.47,1450280.80,1760333.49,1608130.10,540523.80,383045.78,482429.95,431909.01,58.83,58.88,59.34,59.10,0.00,-9576478.53,25203617.20,7406358.73,0,-5565286677,5114361742,-124380868.3,0,-9.24522531,5.123213898,-2.629224162,0,-17768117900,11463919674,-3467811152,35.86386101,34.679836,36.8360442,35.73225224,94.78014857,94.6397396,94.86549449,94.75388122,9.283009986,-1.263250712,40.69879324,19.45205891,18.492,11.09285758,22.28465215,16.46852246,37.67414495,-51.89647736,94.70042674,18.56174148
Vietnam,1/01/1973,46603525.00,46541015.50,46650148.76,46594308.17,3980756148.00,-55644663451.00,37645571983.00,-6908368897.00,46764.12,42219.78,51206.76,46803.77,8623.84,7242.84,9495.93,8372.77,39461.73,4929.07,106398.28,57331.84,1637647.87,1459368.65,1783744.27,1613516.32,542325.22,382878.20,478212.69,430804.44,59.20,58.81,59.23,59.02,0.00,-10481971.81,26699106.74,8629654.60,0,-5787637415,4907168225,-680147097.9,0,-6.02753205,8.393449059,0.712951785,0,-15632210453,13142621112,-1916800878,35.86744775,34.80162588,36.99245415,35.89771176,94.87502359,94.74832498,94.99870924,94.87182413,10.31445554,-0.54569895,41.88669861,20.60181552,18.588,12.97125988,24.09208051,18.57132535,39.33178874,-43.56061941,106.7781906,32.7027025
Vietnam,1/01/1974,47657561.00,47601482.83,47711731.65,47657167.38,4423062387.00,-47455117998.00,48178579787.00,-2183098785.00,51960.13,47431.01,56988.56,52124.43,9582.04,8382.83,10817.69,9599.02,43846.37,10560.68,110258.94,62153.55,1651239.17,1473675.60,1791864.95,1628457.51,529952.08,386314.80,478756.96,432827.51,60.11,60.08,60.52,60.30,0.00,-7200820.51,29179689.42,10582836.82,0,-6175734951,5621411207,-301027850.9,0,-7.447358898,7.119321966,-0.061164816,0,-16697530204,13231449854,-1220097204,35.87103486,34.82618606,37.07079405,35.91670663,94.96999359,94.86426165,95.10175398,94.98460448,11.46050616,-0.696673032,41.28227063,21.21308087,18.685,13.27496515,24.33486251,18.57658659,33.88759236,-34.8438939,110.1332639,36.49350684
Vietnam,1/01/1975,48718189.00,48674266.54,48773312.91,48727694.99,4914513763.00,-44708203904.00,51907609138.00,2800777081.00,57733.48,52563.95,62065.53,57116.24,10646.71,9751.22,12120.91,10824.69,48718.19,13457.98,116864.58,68157.76,1662849.23,1479181.83,1792498.73,1641275.39,505646.08,383363.88,482947.42,434097.24,61.45,61.43,61.86,61.65,0.00,-6221027.93,30656946.15,12769630.49,0,-4931644588,5332100331,107285195.4,0,-7.968152869,6.663827952,-0.87818337,0,-15480748674,13026664169,-948436346.5,35.87462232,34.82801064,36.9260033,35.87637616,95.06505864,94.96460902,95.1983406,95.08062245,12.73389573,2.267908265,44.43393963,21.84978859,18.782,12.31219407,23.86534047,18.24054145,38.87665036,-27.80204591,112.2529339,37.95590108
Vietnam,1/01/1976,49785282.00,49747650.53,49846998.06,49796850.35,5460570848.00,-42746622011.00,55575692049.00,8041022109.00,64148.31,59436.73,68800.34,64123.53,11829.68,10842.68,13306.32,12052.48,49785.28,23449.78,126728.05,75368.05,1673482.47,1491555.94,1808620.79,1651967.36,474254.60,388530.33,481355.97,434612.83,63.01,62.82,63.27,63.04,0.00,-3523085.50,34728931.09,15189720.58,0,-4771706920,6268530522,544496901,0,-9.042081358,5.599416956,-1.736819533,0,-16730237470,13398454196,-1101474764,35.87821014,34.79863318,36.90756713,35.7768887,95.16021886,95.01454683,95.24961985,95.13394248,14.14877303,0.929221803,44.65765314,22.51208483,18.88,11.90587933,23.19135887,17.56390751,46.31891007,-39.64422404,107.9550502,37.0947512
Vietnam,1/01/1977,50861162.00,50798029.55,50903781.62,50852921.21,6067300942.00,-45923438700.00,56329072751.00,5643577718.00,71275.90,67170.87,76846.52,72088.68,13144.09,12188.54,14660.31,13429.28,101722.32,28363.74,132275.32,82116.74,1684775.99,1495901.82,1811844.60,1657353.12,442695.55,383767.85,483063.80,433508.26,64.55,64.12,64.55,64.34,0.00,-1576465.47,34978608.11,16413016.45,0,-4931255692,5271739026,-11269320.59,0,-5.594988521,8.904888736,1.605356414,0,-14483777781,14906802320,449535567.1,35.88179832,34.89024794,37.01877995,35.9423682,95.25547434,95.12987902,95.36725969,95.25242694,15.72085892,3.473975409,44.36708144,23.66184144,18.978,13.84942897,25.16808284,19.66671041,53.26264469,-19.42186265,123.8063799,51.23571224
Vietnam,1/01/1978,51959015.00,51908278.62,52016251.24,51964030.30,6741445491.00,-40284719882.00,59212051234.00,10368851699.00,79195.45,74973.62,84622.74,79755.87,14604.54,13462.92,15837.95,14659.57,103918.03,35577.88,137850.84,86995.93,1698280.41,1512436.50,1829806.06,1672289.62,416867.18,387076.05,485180.18,435531.32,65.86,65.40,65.85,65.62,0.00,887166.62,36624232.13,18366198.67,0,-5013639811,5956800524,367849929.5,0,-5.834665779,8.018799594,0.831239813,0,-13381412476,15051130874,1146240053,35.88538686,34.88925462,36.99794543,35.96139047,95.35082516,95.24335977,95.4794839,95.36549622,17.46762103,4.306044067,45.34292224,24.27310679,19.076,13.96586309,25.03135731,19.67197165,54.04259492,-18.5556392,129.0668128,55.0274284
Vietnam,1/01/1979,53095408.00,53031497.69,53135717.59,53082807.80,7490494990.00,-31183409549.00,64600558056.00,15352731436.00,87994.94,82258.44,91805.06,87094.21,16227.27,14668.04,17091.27,15889.29,106190.82,42627.28,141528.60,93057.63,1714875.49,1528728.17,1839465.65,1685102.80,399702.23,390013.82,483133.49,436801.05,66.87,66.74,67.17,66.96,0.00,2831004.05,38206573.54,20552992.34,0,-4777574952,6406117472,776162978.9,0,-6.315880075,7.224718657,0.014221259,0,-12890449032,16005273583,1417901722,35.88897575,34.87240121,37.04263658,35.92108741,95.44627143,95.33909648,95.57771092,95.46180311,19.40846781,3.826152058,46.48710595,24.90981451,19.175,13.67126659,24.46671276,19.33592651,52.88592942,-13.81785575,125.9697771,56.49073446
Vietnam,1/01/1980,54281846.00,54248794.75,54351901.44,54302023.22,8322772211.00,-29829649712.00,69335672903.00,20593095120.00,97772.16,93052.09,102377.30,97640.09,18030.30,16675.09,19104.53,17885.75,108563.69,49822.15,151671.79,100312.95,1735119.21,1538937.90,1850955.05,1695787.68,392349.18,390532.28,490933.82,437316.65,67.54,67.26,67.71,67.48,0.00,3453591.48,42955594.33,22973082.43,0,-4370804871,6650602416,1213374688,0,-7.911103217,6.733194979,-0.844414904,0,-13716330498,15734421976,1264864063,35.89256501,34.78863231,36.88229392,35.82162594,95.54181325,95.40130299,95.63574129,95.51542818,21.56496423,2.892018704,47.27015845,25.57211075,19.247,13.10194283,24.38551025,18.65929257,53.97753054,-15.0884432,128.9058646,55.63103146
Vietnam,1/01/1981,55522803.00,55454579.70,55558358.25,55508565.26,9247524679.00,-30837097769.00,66733051494.00,18195769711.00,108635.73,104578.58,113772.86,109153.53,20033.67,18870.89,21237.23,20033.32,111045.61,57364.67,159892.27,107106.79,1758962.40,1540813.49,1866508.13,1701166.34,393712.20,385510.36,483419.33,436212.07,67.94,67.65,68.11,67.89,0.00,6143591.91,41753233.06,24196378.31,0,-5002988217,6577704770,657608469.1,0,-4.548756518,9.80313606,2.497761044,0,-10927519998,17727214645,2815875155,35.89615463,34.94421625,36.94814038,35.98713152,95.6374507,95.5228075,95.75392811,95.63421852,23.96107137,5.478573578,48.63872961,26.72186736,19.309,14.7280751,26.04568728,20.76209547,54.32002415,-2.855258845,138.1338137,69.77344335
Vietnam,1/01/1982,56814306.00,56773030.93,56875216.12,56822580.96,10275027422.00,-28977564450.00,69270796381.00,22921319869.00,120706.37,115715.82,125046.37,120363.38,22259.63,21164.51,23541.27,22407.44,113628.61,64560.59,162456.38,112010.34,1785162.31,1547453.70,1871469.79,1716092.34,399745.46,395917.03,487471.46,438235.14,68.20,67.90,68.35,68.14,0.00,8286482.93,44497254.76,26149560.53,0,-4195595596,6183916539,1036727731,0,-5.55869835,8.947931768,1.723644442,0,-12144197673,17354964250,3512596015,35.8997446,34.97860614,37.08360013,36.00618725,95.73318388,95.63011446,95.85762805,95.74748293,26.62341263,4.599741037,49.74074728,27.3331327,19.372,14.71596393,26.42469519,20.76735671,56.71106851,4.008000907,143.9209386,73.58009503
Vietnam,1/01/1983,58148384.00,58091163.40,58198669.46,58144265.06,11416697135.00,-22713567429.00,77390756781.00,27905475782.00,134118.19,126943.80,135859.51,131244.38,24732.92,23630.26,25907.93,24780.98,116296.77,71734.27,170329.11,118096.39,1812136.24,1565689.11,1889246.01,1728895.03,406747.95,388389.99,484716.02,439504.86,68.44,68.22,68.67,68.44,2325935.36,11386464.86,45740841.58,28336354.20,0,-3970883677,6803875861,1445040793,0,-6.420662537,9.05018211,0.906625889,0,-11362131593,18239588235,3784274059,35.90333493,34.87942841,37.02998244,35.96591765,95.8290129,95.72876915,95.96163258,95.84398496,29.58156959,7.304031203,48.97057688,27.96984042,19.435,15.02814637,25.92539924,20.43131157,56.06346687,0.662771128,150.3449891,75.05833661
Vietnam,1/01/1984,59512619.00,59463153.45,59566999.97,59513707.80,12685219039.00,-14832572096.00,82008747884.00,33146870927.00,149020.21,145412.62,155092.65,150404.11,27481.02,27047.42,29362.26,28193.11,119025.24,85002.62,183559.52,133783.90,1838523.34,1573916.15,1897345.75,1739542.83,413315.14,392528.82,487485.31,440020.46,68.69,68.57,69.02,68.81,2975630.95,11271301.55,49499952.33,30756444.29,0,-3634767932,6841078892,1882252514,0,-6.787738141,7.169114074,0.047989726,0,-10489447738,19396223416,3631334433,35.90692563,34.78983539,36.89691131,35.8668796,95.92493783,95.77793433,96.01307968,95.89811149,32.86841066,7.92369463,50.89806282,28.63210789,19.498,14.26274676,25.56042499,19.75467763,64.96101272,-1.136408829,151.1154334,74.23445206
Vietnam,1/01/1985,60896721.00,60842481.39,60945964.12,60894368.16,14094687821.00,-18833808214.00,77672883167.00,30752047491.00,165578.01,166013.86,175387.89,170560.86,30534.47,30619.23,32995.36,31761.83,121793.44,98664.20,196891.92,149065.04,1863622.35,1593153.27,1911679.20,1744865.46,418421.37,391726.79,482717.91,438915.95,68.97,68.85,69.28,69.06,25576622.82,13600309.02,50420865.15,31979740.16,0,-4006843956,6661363265,1326486309,0,-4.467583814,10.64183335,3.390165674,0,-9055206555,19895691027,5182802573,35.91051668,34.97849587,37.08042921,36.03316318,96.02095879,95.90357719,96.13890112,96.01758542,36.52045628,8.512872838,50.8118099,29.78183149,19.561,16.03619505,27.41358613,21.85748939,68.00037723,15.73028435,160.092429,88.41784198
Vietnam,1/01/1986,62293856.00,62239493.57,62340979.01,62290246.24,26336616250.00,-13428401383.00,82021607244.00,35479935270.00,183975.57,185852.57,195029.41,190382.20,33927.19,34077.05,36344.64,35176.48,186881.57,111819.49,211396.77,162424.65,1887067.78,1600512.41,1927155.41,1759743.68,421791.70,392049.29,483641.27,440939.09,69.29,69.09,69.52,69.31,26786358.08,16289207.79,51132991.04,33932922.38,0,-3445321343,6795730675,1705605579,0,-4.485932426,9.738365527,2.616049072,0,-8657863661,21497768879,5879962847,35.91410809,35.0061264,37.17050246,36.05297986,96.11707587,96.01346465,96.24533045,96.1314227,40.57828476,8.269570206,52.29864448,30.39306392,19.625,16.33996557,27.56330514,21.86275948,71.0021868,16.06377096,161.7735908,92.25095927
