LOCATION,TIME,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Access to electricity (% of population),Renewable electricity output (% of total electricity output),Urban population (% of total population),Electric power consumption (kWh per capita)
TUR,1966,42.49670222,95.69328907,3.219878942,34.949,156.6327391
TUR,1967,42.50095231,95.78907815,3.577643269,35.759,170.2691472
TUR,1968,42.50520283,95.88496311,3.975159188,36.577,184.5956924
TUR,1969,42.50945378,95.98094405,4.416843542,37.401,205.5474919
TUR,1970,42.51370515,96.07702107,4.907603936,38.234,222.3859564
TUR,1971,42.51795694,96.17319427,5.452893262,38.945,246.300461
TUR,1972,42.52220917,96.26946373,6.058770291,39.6,276.4076819
TUR,1973,42.52646181,96.36582956,6.73196699,40.258,297.3393492
TUR,1974,42.53071488,96.46229185,7.479963322,40.92,312.4553447
TUR,1975,42.53496838,96.5588507,8.311070358,41.586,358.5790026
TUR,1976,42.5392223,96.65550621,9.23452262,42.087,420.5817893
TUR,1977,42.54347665,96.75225847,10.26058069,42.508,461.6829542
TUR,1978,42.54773142,96.84910758,11.40064521,42.931,479.5195965
TUR,1979,42.55198662,96.94605363,12.66738357,43.355,488.5328178
TUR,1980,42.55624225,97.04309673,14.07487063,43.78,495.5433503
TUR,1981,42.5604983,97.14023696,15.63874514,45.189,519.2003434
TUR,1982,42.56475477,97.23747444,17.37638349,46.997,543.3520192
TUR,1983,42.56901167,97.33480925,19.30709277,48.812,555.4083625
TUR,1984,42.573269,97.43224149,21.4523253,50.634,613.6655627
TUR,1985,42.57752675,97.52977126,23.835917,52.448,659.7476608
TUR,1986,42.58178493,97.62739866,26.48435222,53.93,698.7037584
TUR,1987,42.58604353,97.72512378,29.42705803,55.261,771.160224
TUR,1988,42.59030257,97.82294673,32.69673114,56.587,809.1825827
TUR,1989,42.59456202,97.9208676,36.32970127,57.899,874.746641
TUR,1990,42.5988219,98.01888648,40.36633474,59.203,929.6988822
TUR,1991,41.95527413,98.11700349,37.84815589,59.976,965.3069013
TUR,1992,41.95947008,98.21521871,39.62608773,60.518,1044.360514
TUR,1993,41.96366645,98.31353224,46.18063083,61.055,1115.194312
TUR,1994,41.96786323,98.41194418,39.21808966,61.59,1145.503549
TUR,1995,41.97206044,98.51045464,41.56550373,62.123,1227.326887
TUR,1996,42.69423253,98.6090637,42.94132529,62.653,1328.351403
TUR,1997,42.69380558,98.70777147,38.9105096,63.179,1439.975189
TUR,1998,42.69337865,98.80657805,38.33474447,63.703,1520.096079
TUR,1999,42.69295171,98.90548353,29.98282377,64.223,1556.334101
TUR,2000,42.69252478,99.00448802,24.93876179,64.741,1652.746353
TUR,2001,41.20366386,99.10359161,19.83784885,65.34,1612.99863
TUR,2002,41.20325183,99.20279441,26.2488408,65.974,1667.363391
TUR,2003,41.20283979,99.3020965,25.29431431,66.602,1771.827199
TUR,2004,41.20242776,99.401498,30.73099842,67.225,1891.84063
TUR,2005,41.20201574,99.500999,24.54246832,67.84,2013.888274
TUR,2006,43.82298164,99.6005996,25.25368834,68.45,2179.071426
TUR,2007,43.82254341,99.7002999,19.0318337,69.053,2347.638137
TUR,2008,43.82210518,99.8001,17.34772047,69.651,2422.712044
TUR,2009,43.82166696,99.9,19.57836273,70.241,2314.690995
TUR,2010,43.82122875,100,26.37778872,70.825,2491.628713
TUR,2011,40.54510881,99.95624542,25.32684084,71.402,2695.051593
TUR,2012,41.92091892,99.99124908,27.23051742,71.974,2768.970513
TUR,2013,42.06258311,100,28.8231718,72.531,2755.511088
TUR,2014,42.59577121,100,20.88719375,73.077,2847.126383
TUR,2015,45.4015556,100,31.95662056,73.611,2849.976359
TUR,2016,44.48275839,100,31.63705435,74.134,2852.829188
TUR,2017,44.31152568,100,31.32068381,74.644,2855.684873
TUR,2018,44.26721415,100,31.00747697,75.143,2858.543416
TUR,2019,44.22294694,100.001,30.6974022,75.63,2861.404821
TUR,2020,44.17872399,100.002,30.39042818,0,2864.26909
TKM,1960,25.22555059,95.12056282,0.203106166,46.412,0
TKM,1961,25.2280734,95.2157786,0.225673517,46.557,0
TKM,1962,25.23059646,95.31108969,0.250748353,46.702,0
TKM,1963,25.23311977,95.40649618,0.278609281,46.848,0
TKM,1964,25.23564334,95.50199818,0.309565867,46.993,0
TKM,1965,25.23816715,95.59759578,0.343962075,47.139,0
TKM,1966,25.24069122,95.69328907,0.382180083,47.284,0
TKM,1967,25.24321554,95.78907815,0.424644537,47.43,0
TKM,1968,25.24574012,95.88496311,0.471827263,47.575,0
TKM,1969,25.24826494,95.98094405,0.524252515,47.721,0
TKM,1970,25.25079002,96.07702107,0.582502794,47.78,0
TKM,1971,25.25331535,96.17319427,0.647225327,47.735,0
TKM,1972,25.25584094,96.26946373,0.719139252,47.691,0
TKM,1973,25.25836678,96.36582956,0.799043613,47.646,0
TKM,1974,25.26089286,96.46229185,0.887826237,47.602,0
TKM,1975,25.26341921,96.5588507,0.986473597,47.557,0
TKM,1976,25.2659458,96.65550621,1.096081774,47.513,0
TKM,1977,25.26847265,96.75225847,1.217868638,47.469,0
TKM,1978,25.27099975,96.84910758,1.353187375,47.424,0
TKM,1979,25.2735271,96.94605363,1.503541528,47.299,0
TKM,1980,25.27605471,97.04309673,1.670601698,47.078,0
TKM,1981,25.27858256,97.14023696,1.856224109,46.858,0
TKM,1982,25.28111068,97.23747444,2.062471232,46.637,0
TKM,1983,25.28363904,97.33480925,2.291634702,46.417,0
TKM,1984,25.28616766,97.43224149,2.54626078,46.196,0
TKM,1985,25.28869653,97.52977126,2.829178645,45.976,0
TKM,1986,25.29122565,97.62739866,3.143531828,45.757,0
TKM,1987,25.29375502,97.72512378,3.492813142,45.537,0
TKM,1988,25.29628465,97.82294673,3.880903491,45.317,0
TKM,1989,25.29881453,97.9208676,4.31211499,45.16,0
TKM,1990,25.30134467,98.01888648,4.791238877,45.075,2282.865183
TKM,1991,25.3608231,98.11700349,4.697986577,44.99,2198.361917
TKM,1992,25.36335944,98.21521871,0.030342107,44.904,1998.285572
TKM,1993,25.36589602,98.31353224,0.039566353,44.819,2062.935747
TKM,1994,25.36843287,98.41194418,0.038109756,44.734,1668.974426
TKM,1995,25.37096997,98.51045464,0.040816327,44.794,1562.32139
TKM,1996,25.47257419,98.6090637,0.04950495,45.018,1438.885502
TKM,1997,25.47231947,98.70777147,0.052642662,45.241,1171.495776
TKM,1998,25.47206474,98.80657805,0.063721325,45.465,1554.102784
TKM,1999,25.47181002,98.90548353,0.056433409,45.689,1411.511296
TKM,2000,25.47155531,99.00448802,0,45.913,1692.155656
TKM,2001,23.85501121,99.10359161,0,46.137,1782.833485
TKM,2002,23.85477266,99.20279441,0,46.362,1776.353822
TKM,2003,23.85453411,99.3020965,0,46.587,1746.230408
TKM,2004,23.85429556,99.401498,0,46.812,1913.721581
TKM,2005,23.85405702,99.500999,0,47.052,2051.677454
TKM,2006,24.85282337,99.6005996,0,47.308,2115.544575
TKM,2007,24.85257484,99.7002999,0,47.581,2254.349515
TKM,2008,24.85232632,99.8001,0,47.868,2316.559919
TKM,2009,24.85207779,99.9,0,48.172,2353.456122
TKM,2010,24.85182927,100,0,48.491,2382.05084
TKM,2011,25.49609942,99.91209412,0,48.825,2412.020676
TKM,2012,23.80201005,99.98242188,0,49.175,2428.861596
TKM,2013,23.7218898,100,0,49.541,2540.821318
TKM,2014,22.08490686,100,0,49.921,2678.763514
TKM,2015,22.97054002,100,0,50.317,2681.444959
TKM,2016,21.74112228,100,0,50.728,2684.129088
TKM,2017,21.76772098,100,0,51.153,2686.815904
TKM,2018,21.74595326,100,0,51.593,2689.505409
TKM,2019,21.7242073,100.001,0,52.048,2692.197607
TKM,2020,21.70248309,100.002,0,0,2694.892499
TCA,1960,0,95.12056282,0,47.679,0
TCA,1961,0,95.2157786,0,48.021,0
TCA,1962,0,95.31108969,0,48.364,0
TCA,1963,0,95.40649618,0,48.706,0
TCA,1964,0,95.50199818,0,49.049,0
TCA,1965,0,95.59759578,0,49.392,0
TCA,1966,0,95.69328907,0,49.734,0
TCA,1967,0,95.78907815,0,50.077,0
TCA,1968,0,95.88496311,0,50.42,0
TCA,1969,0,95.98094405,0,50.763,0
TCA,1970,0,96.07702107,0,51.106,0
TCA,1971,0,96.17319427,0,51.487,0
TCA,1972,0,96.26946373,0,51.882,0
TCA,1973,0,96.36582956,0,52.275,0
TCA,1974,0,96.46229185,0,52.669,0
TCA,1975,0,96.5588507,0,53.063,0
TCA,1976,0,96.65550621,0,53.456,0
TCA,1977,0,96.75225847,0,53.848,0
TCA,1978,0,96.84910758,0,54.24,0
TCA,1979,0,96.94605363,0,54.632,0
TCA,1980,0,97.04309673,0,55.259,0
TCA,1981,0,97.14023696,0,57.358,0
TCA,1982,0,97.23747444,0,59.435,0
TCA,1983,0,97.33480925,0,61.478,0
TCA,1984,0,97.43224149,0,63.484,0
TCA,1985,0,97.52977126,0,65.439,0
TCA,1986,0,97.62739866,0,67.345,0
TCA,1987,0,97.72512378,0,69.197,0
TCA,1988,0,97.82294673,0,70.99,0
TCA,1989,0,97.9208676,0,72.716,0
TCA,1990,0,98.01888648,0,74.343,0
TCA,1991,0,98.11700349,0,75.537,0
TCA,1992,0,98.21521871,0,76.694,0
TCA,1993,0,98.31353224,0,77.81,0
TCA,1994,0,98.41194418,0,78.888,0
TCA,1995,0,98.51045464,0,79.928,0
TCA,1996,0,98.6090637,0,80.93,0
TCA,1997,0,98.70777147,0,81.89,0
TCA,1998,0,98.80657805,0,82.814,0
TCA,1999,0,98.90548353,0,83.7,0
TCA,2000,0,99.00448802,0,84.55,0
TCA,2001,0,99.10359161,0,85.362,0
TCA,2002,0,99.20279441,0,86.007,0
TCA,2003,0,99.3020965,0,86.608,0
TCA,2004,0,99.401498,0,87.188,0
TCA,2005,0,99.500999,0,87.745,0
TCA,2006,0,99.6005996,0,88.281,0
TCA,2007,0,99.7002999,0,88.797,0
TCA,2008,0,99.8001,0,89.294,0
TCA,2009,0,99.9,0,89.77,0
TCA,2010,0,100,0,90.228,0
TCA,2011,0,100,0,90.668,0
TCA,2012,0,93.1,0,91.09,0
TCA,2013,0,100,0,91.483,0
TCA,2014,0,100,0,91.851,0
TCA,2015,0,100,0,92.195,0
TCA,2016,0,100,0,92.517,0
TCA,2017,0,100,0,92.817,0
TCA,2018,0,100,0,93.098,0
TCA,2019,0,100.001,0,93.36,0
TCA,2020,0,100.002,0,0,0
TUV,1960,0,92.28267938,0,15.895,0
TUV,1961,0,92.37505443,0,16.444,0
TUV,1962,0,92.46752195,0,17.008,0
TUV,1963,0,92.56008204,0,17.587,0
TUV,1964,0,92.65273477,0,18.183,0
TUV,1965,0,92.74548025,0,18.793,0
TUV,1966,0,92.83831857,0,19.419,0
TUV,1967,0,92.93124982,0,20.061,0
TUV,1968,0,93.02427409,0,20.719,0
TUV,1969,0,93.11739149,0,21.392,0
TUV,1970,0,93.21060209,0,22.081,0
TUV,1971,0,93.30390599,0,22.786,0
TUV,1972,0,93.3973033,0,23.507,0
TUV,1973,0,93.49079409,0,24.242,0
TUV,1974,0,93.58437847,0,24.994,0
TUV,1975,0,93.67805653,0,25.761,0
TUV,1976,0,93.77182835,0,26.545,0
TUV,1977,0,93.86569405,0,27.341,0
TUV,1978,0,93.9596537,0,28.153,0
TUV,1979,0,94.05370741,0,28.98,0
TUV,1980,0,94.14785526,0,29.822,0
TUV,1981,0,94.24209736,0,30.675,0
TUV,1982,0,94.3364338,0,31.544,0
TUV,1983,0,94.43086466,0,32.425,0
TUV,1984,0,94.52539005,0,33.32,0
TUV,1985,0,94.62001006,0,34.251,0
TUV,1986,0,94.71472479,0,35.496,0
TUV,1987,0,94.80953432,0,36.762,0
TUV,1988,0,94.90443876,0,38.047,0
TUV,1989,0,94.9994382,0,39.346,0
TUV,1990,0,95.09453273,0,40.661,0
TUV,1991,0,95.18972245,0,41.991,0
TUV,1992,0,95.28500746,0,42.751,0
TUV,1993,0,95.38038785,0,43.156,0
TUV,1994,0,95.47586371,0,43.563,0
TUV,1995,0,95.57143515,0,43.97,0
TUV,1996,0,95.66710225,0,44.379,0
TUV,1997,0,95.76286511,0,44.787,0
TUV,1998,0,95.85872384,0,45.197,0
TUV,1999,0,95.95467852,0,45.607,0
TUV,2000,0,96.05072924,0,46.018,0
TUV,2001,0,96.14687612,0,46.429,0
TUV,2002,0,96.24311924,0,46.841,0
TUV,2003,0,96.3394587,0,47.656,0
TUV,2004,0,96.43589459,0,48.678,0
TUV,2005,0,96.53242702,0,49.699,0
TUV,2006,0,96.62905608,0,50.721,0
TUV,2007,0,96.72578186,0,51.743,0
TUV,2008,0,96.82260446,0,52.765,0
TUV,2009,0,96.91952399,0,53.782,0
TUV,2010,0,97.01654053,0,54.796,0
TUV,2011,0,97.36005402,0,55.807,0
TUV,2012,0,97.6717774,0,56.815,0
TUV,2013,0,98.19154358,0,57.814,0
TUV,2014,0,98.66513824,0,58.786,0
TUV,2015,0,99.16542053,28.16901408,59.73,0
TUV,2016,0,99.68350983,27.88732394,60.645,0
TUV,2017,0,99.86871338,27.6084507,61.53,0
TUV,2018,0,100,27.3323662,62.387,0
TUV,2019,0,100.001,27.05904254,63.215,0
TUV,2020,0,100.002,26.78845211,0,0
UGA,1960,47.73142312,11.5095881,4.211731358,4.417,0
UGA,1961,47.73619674,11.52110921,4.679701509,4.617,0
UGA,1962,47.74097084,11.53264185,5.199668344,4.826,0
UGA,1963,47.74574542,11.54418604,5.777409271,5.045,0
UGA,1964,47.75052047,11.55574178,6.419343634,5.273,0
UGA,1965,47.755296,11.56730909,7.132604038,5.509,0
UGA,1966,47.760072,11.57888798,7.925115598,5.757,0
UGA,1967,47.76484849,11.59047846,8.805683997,6.014,0
UGA,1968,47.76962545,11.60208054,9.78409333,6.283,0
UGA,1969,47.77440289,11.61369423,10.87121481,6.562,0
UGA,1970,47.77918081,11.62531955,12.07912757,6.664,0
UGA,1971,47.78395921,11.63695651,13.42125285,6.737,0
UGA,1972,47.78873808,11.64860511,14.91250317,6.812,0
UGA,1973,47.79351743,11.66026538,16.56944797,6.887,0
UGA,1974,47.79829726,11.67193731,18.41049774,6.963,0
UGA,1975,47.80307757,11.68362094,20.4561086,7.04,0
UGA,1976,47.80785835,11.69531625,22.72900956,7.118,0
UGA,1977,47.81263962,11.70702327,25.25445506,7.197,0
UGA,1978,47.81742136,11.71874202,28.06050563,7.276,0
UGA,1979,47.82220358,11.73047249,31.17833959,7.356,0
UGA,1980,47.82698628,11.7422147,34.64259954,7.534,0
UGA,1981,47.83176946,11.75396867,38.49177727,7.834,0
UGA,1982,47.83655311,11.76573441,42.76864141,8.147,0
UGA,1983,47.84133725,11.77751192,47.52071267,8.47,0
UGA,1984,47.84612186,11.78930122,52.80079186,8.805,0
UGA,1985,47.85090695,11.80110232,58.66754651,9.152,0
UGA,1986,47.85569252,11.81291524,65.18616279,9.511,0
UGA,1987,47.86047857,11.82473998,72.42906977,9.882,0
UGA,1988,47.86526509,11.83657655,80.47674419,10.267,0
UGA,1989,47.8700521,11.84842498,89.41860465,10.665,0
UGA,1990,47.87483958,11.86028526,99.35400517,11.076,0
UGA,1991,48.324104,11.87215742,99.40047962,11.454,0
UGA,1992,48.3289369,11.88404146,99.44134078,11.79,0
UGA,1993,48.33377027,11.8959374,99.41060904,12.133,0
UGA,1994,48.33860413,11.90784525,99.5269631,12.485,0
UGA,1995,48.34343848,11.91976501,99.54421149,12.846,0
UGA,1996,46.03074802,11.93169671,99.57264957,13.216,0
UGA,1997,46.03028771,11.94364035,99.60254372,13.594,0
UGA,1998,46.02982741,11.95559594,99.51342019,13.982,0
UGA,1999,46.02936711,11.96756351,99.55176403,14.379,0
UGA,2000,46.02890682,11.97954305,99.60814056,14.786,0
UGA,2001,45.94800592,11.99153459,99.61709486,15.201,0
UGA,2002,45.94754644,12.00353812,99.64514652,15.626,0
UGA,2003,45.94708697,12.01555368,99.65597603,16.061,0
UGA,2004,45.94662749,12.02758126,99.88672639,16.507,0
UGA,2005,45.94616803,12.03962088,96.38490165,16.96,0
UGA,2006,44.76048777,12.05167255,76.67079208,17.425,0
UGA,2007,44.76004016,12.06373629,72.29902714,17.899,0
UGA,2008,44.75959256,12.0758121,70.83434925,18.384,0
UGA,2009,44.75914497,12.0879,59.60593395,18.878,0
UGA,2010,44.75869737,12.1,54.84343825,19.383,0
UGA,2011,47.06116817,14.6,61.11237059,19.898,0
UGA,2012,49.62672958,18.60691643,87.00017191,20.424,0
UGA,2013,47.72115871,13.9,96.26767366,20.958,0
UGA,2014,46.93056685,20.4,91.35896353,21.504,0
UGA,2015,48.94936019,18.5,92.95052698,22.06,0
UGA,2016,51.94410661,26.7,92.02102171,22.624,0
UGA,2017,50.49432132,31.82337379,91.1008115,23.196,0
UGA,2018,50.443827,42.65,90.18980338,23.774,0
UGA,2019,50.39338317,42.6504265,89.28790535,24.361,0
UGA,2020,50.34298979,42.65085301,88.39502629,0,0
UKR,1960,28.22474164,95.12056282,0.149250446,46.792,0
UKR,1961,28.2275644,95.2157786,0.165833829,47.542,0
UKR,1962,28.23038744,95.31108969,0.18425981,48.294,0
UKR,1963,28.23321076,95.40649618,0.204733123,49.046,0
UKR,1964,28.23603436,95.50199818,0.227481247,49.8,0
UKR,1965,28.23885825,95.59759578,0.252756942,50.649,0
UKR,1966,28.24168242,95.69328907,0.280841046,51.499,0
UKR,1967,28.24450687,95.78907815,0.312045607,52.348,0
UKR,1968,28.2473316,95.88496311,0.346717341,53.197,0
UKR,1969,28.25015662,95.98094405,0.38524149,54.042,0
UKR,1970,28.25298192,96.07702107,0.4280461,54.831,0
UKR,1971,28.2558075,96.17319427,0.475606778,55.552,0
UKR,1972,28.25863336,96.26946373,0.528451975,56.272,0
UKR,1973,28.26145951,96.36582956,0.587168861,56.987,0
UKR,1974,28.26428593,96.46229185,0.652409846,57.7,0
UKR,1975,28.26711264,96.5588507,0.724899829,58.389,0
UKR,1976,28.26993964,96.65550621,0.805444254,59.075,0
UKR,1977,28.27276692,96.75225847,0.89493806,59.756,0
UKR,1978,28.27559448,96.84910758,0.994375623,60.434,0
UKR,1979,28.27842232,96.94605363,1.104861803,61.081,0
UKR,1980,28.28125044,97.04309673,1.227624225,61.693,0
UKR,1981,28.28407885,97.14023696,1.364026917,62.3,0
UKR,1982,28.28690754,97.23747444,1.515585463,62.904,0
UKR,1983,28.28973651,97.33480925,1.683983848,63.504,0
UKR,1984,28.29256577,97.43224149,1.871093165,64.1,0
UKR,1985,28.29539531,97.52977126,2.078992405,64.681,0
UKR,1986,28.29822513,97.62739866,2.309991561,65.258,0
UKR,1987,28.30105524,97.72512378,2.56665729,65.83,0
UKR,1988,28.30388563,97.82294673,2.851841434,66.399,0
UKR,1989,28.3067163,97.9208676,3.168712704,66.718,0
UKR,1990,28.30954725,98.01888648,3.520791894,66.757,4787.537049
UKR,1991,25.87637861,98.11700349,4.205166142,66.796,4643.263046
UKR,1992,25.8789665,98.21521871,3.124244502,66.835,4313.523961
UKR,1993,25.88155466,98.31353224,4.805666324,66.874,3953.280234
UKR,1994,25.88414307,98.41194418,5.977909656,66.912,3475.137419
UKR,1995,25.88673175,98.51045464,5.135150474,66.951,3348.895808
UKR,1996,24.15887928,98.6090637,4.722488169,66.99,3060.335541
UKR,1997,24.15863769,98.70777147,5.542496598,67.029,2958.556842
UKR,1998,24.15839611,98.80657805,9.11807977,67.067,2839.453978
UKR,1999,24.15815452,98.90548353,8.332364025,67.106,2792.104521
UKR,2000,24.15791294,99.00448802,6.58613059,67.145,2778.400252
UKR,2001,23.92316093,99.10359161,6.972101179,67.183,2791.765305
UKR,2002,23.9229217,99.20279441,5.559076349,67.283,2844.812724
UKR,2003,23.92268247,99.3020965,5.143500843,67.427,2997.974461
UKR,2004,23.92244325,99.401498,6.474756908,67.597,3151.145969
UKR,2005,23.92220402,99.500999,6.670324291,67.79,3246.034284
UKR,2006,23.52359741,99.6005996,6.686746053,67.969,3399.519695
UKR,2007,23.52336217,99.7002999,5.39360309,68.147,3528.92445
UKR,2008,23.52312694,99.8001,6.138037033,68.325,3534.357992
UKR,2009,23.52289171,99.9,6.979650845,68.502,3227.953261
UKR,2010,23.52265648,100,7.091638952,68.596,3549.844551
UKR,2011,23.97110359,100,5.745121776,68.689,3662.444428
UKR,2012,22.3287933,99.86749117,5.663354557,68.782,3640.553483
UKR,2013,21.5323995,100,7.800997388,68.875,3600.225704
UKR,2014,20.48689522,100,5.587031186,68.968,3418.569242
UKR,2015,21.24645457,100,4.381646803,69.061,3421.991233
UKR,2016,20.618187,100,4.337830335,69.154,3425.416649
UKR,2017,20.30977582,100,4.294452032,69.246,3428.845495
UKR,2018,20.28946604,100,4.251507512,69.352,3432.277773
UKR,2019,20.26917658,100.001,4.208992437,69.473,3435.713486
UKR,2020,20.2489074,100.002,4.166902512,0,3439.152639
ARE,1960,39.70532788,95.12056282,0,73.5,0
ARE,1961,39.70929881,95.2157786,0,74.383,0
ARE,1962,39.71327014,95.31108969,0,75.248,0
ARE,1963,39.71724186,95.40649618,0,76.093,0
ARE,1964,39.72121399,95.50199818,0,76.919,0
ARE,1965,39.7251865,95.59759578,0,77.723,0
ARE,1966,39.72915942,95.69328907,0,78.508,0
ARE,1967,39.73313273,95.78907815,0,79.272,0
ARE,1968,39.73710644,95.88496311,0,79.8,0
ARE,1969,39.74108055,95.98094405,0,79.8,0
ARE,1970,39.74505506,96.07702107,0,79.8,0
ARE,1971,39.74902996,96.17319427,0,79.8,681.1522646
ARE,1972,39.75300526,96.26946373,0,79.8,1314.302634
ARE,1973,39.75698096,96.36582956,0,79.8,1700.352741
ARE,1974,39.76095706,96.46229185,0,79.8,1876.132472
ARE,1975,39.76493355,96.5588507,0,79.8,2321.717451
ARE,1976,39.76891044,96.65550621,0,79.903,2829.499531
ARE,1977,39.77288773,96.75225847,0,80.106,3737.02648
ARE,1978,39.77686542,96.84910758,0,80.309,4190.265084
ARE,1979,39.7808435,96.94605363,0,80.51,4982.028422
ARE,1980,39.78482198,97.04309673,0,80.71,5752.769225
ARE,1981,39.78880086,97.14023696,0,80.683,6118.857205
ARE,1982,39.79278014,97.23747444,0,80.466,7117.064988
ARE,1983,39.79675982,97.33480925,0,80.247,7677.097893
ARE,1984,39.80073989,97.43224149,0,80.026,7905.895882
ARE,1985,39.80472036,97.52977126,0,79.804,8169.590181
ARE,1986,39.80870123,97.62739866,0,79.624,8239.190254
ARE,1987,39.8126825,97.72512378,0,79.482,8282.166183
ARE,1988,39.81666417,97.82294673,0,79.339,8482.139016
ARE,1989,39.82064623,97.9208676,0,79.196,8232.691905
ARE,1990,39.82462869,98.01888648,0,79.051,8500.726305
ARE,1991,39.76251819,98.11700349,0,78.906,8151.137262
ARE,1992,39.76649484,98.21521871,0,78.76,8284.414516
ARE,1993,39.77047189,98.31353224,0,78.614,9099.27989
ARE,1994,39.77444934,98.41194418,0,78.467,9414.287489
ARE,1995,39.77842718,98.51045464,0,78.319,9402.962208
ARE,1996,39.70038851,98.6090637,0,78.493,9512.722094
ARE,1997,39.6999915,98.70777147,0,78.938,9925.648415
ARE,1998,39.6995945,98.80657805,0,79.378,11232.34848
ARE,1999,39.69919751,98.90548353,0,79.81,12219.0103
ARE,2000,39.69880052,99.00448802,0,80.236,12314.05122
ARE,2001,38.99062199,99.10359161,0,80.655,12133.63898
ARE,2002,38.99023208,99.20279441,0,81.067,12502.66976
ARE,2003,38.98984218,99.3020965,0,81.472,12366.06705
ARE,2004,38.98945228,99.401498,0,81.871,11958.99296
ARE,2005,38.98906239,99.500999,0,82.262,12279.91217
ARE,2006,38.98162773,99.6005996,0,82.648,11693.38969
ARE,2007,38.98123792,99.7002999,0,83.023,11451.91363
ARE,2008,38.9808481,99.8001,0,83.387,11294.18814
ARE,2009,38.98045829,99.9,0,83.742,10618.80129
ARE,2010,38.98006849,100,0,84.087,10609.95641
ARE,2011,39.1934301,100,0,84.423,10287.05645
ARE,2012,39.27712811,100,0,84.749,10416.01488
ARE,2013,39.6081551,100,0.094142456,85.066,10724.50154
ARE,2014,37.98342106,100,0.258307016,85.375,11088.35029
ARE,2015,42.33499,100,0.232401112,85.674,11099.44974
ARE,2016,40.52210348,100,0.230077101,85.965,11110.5603
ARE,2017,40.91750982,100,0.22777633,86.248,11121.68198
ARE,2018,40.87659232,100,0.225498566,86.522,11132.81479
ARE,2019,40.83571572,100.001,0.223243581,86.789,11143.95875
ARE,2020,40.79488001,100.002,0.221011145,0,11155.11387
GBR,1960,13.46772085,95.12056282,0.07752357,78.444,2412.137405
GBR,1961,13.46906776,95.2157786,0.0861373,78.374,2553.693182
GBR,1962,13.4704148,95.31108969,0.095708111,78.237,2780.657277
GBR,1963,13.47176198,95.40649618,0.106342346,78.099,3002.087605
GBR,1964,13.47310929,95.50199818,0.118158162,77.96,3127.462963
GBR,1965,13.47445674,95.59759578,0.131286847,77.821,3330.18388
GBR,1966,13.47580432,95.69328907,0.145874274,77.682,3425.803087
GBR,1967,13.47715203,95.78907815,0.162082527,77.541,3506.887062
GBR,1968,13.47849988,95.88496311,0.180091697,77.4,3762.590176
GBR,1969,13.47984787,95.98094405,0.200101885,77.259,4006.330969
GBR,1970,13.48119599,96.07702107,0.222335428,77.117,4166.932402
GBR,1971,13.48254424,96.17319427,0.247039365,77.03,4254.652412
GBR,1972,13.48389263,96.26946373,0.274488183,77.195,4372.636946
GBR,1973,13.48524115,96.36582956,0.30498687,77.358,4671.718297
GBR,1974,13.48658981,96.46229185,0.3388743,77.521,4534.254275
GBR,1975,13.48793861,96.5588507,0.376527,77.683,4492.421629
GBR,1976,13.48928754,96.65550621,0.418363333,77.844,4587.688515
GBR,1977,13.4906366,96.75225847,0.464848148,78.005,4668.423169
GBR,1978,13.4919858,96.84910758,0.516497942,78.164,4729.849387
GBR,1979,13.49333513,96.94605363,0.573886603,78.323,4922.915733
GBR,1980,13.4946846,97.04309673,0.637651781,78.481,4683.932739
GBR,1981,13.4960342,97.14023696,0.708501978,78.588,4572.953846
GBR,1982,13.49738394,97.23747444,0.78722442,78.539,4480.335413
GBR,1983,13.49873381,97.33480925,0.874693801,78.489,4549.175288
GBR,1984,13.50008382,97.43224149,0.971882001,78.44,4597.739693
GBR,1985,13.50143397,97.52977126,1.07986889,78.39,4826.714526
GBR,1986,13.50278424,97.62739866,1.199854322,78.34,4953.653576
GBR,1987,13.50413466,97.72512378,1.333171469,78.29,5082.439806
GBR,1988,13.50548521,97.82294673,1.481301632,78.24,5232.737649
GBR,1989,13.50683589,97.9208676,1.645890702,78.19,5295.224527
GBR,1990,13.50818671,98.01888648,1.828767447,78.14,5356.57521
GBR,1991,13.00024294,98.11700349,1.656439045,78.112,5451.677171
GBR,1992,13.00154309,98.21521871,2.005661571,78.172,5452.393333
GBR,1993,13.00284338,98.31353224,1.777625791,78.232,5491.989118
GBR,1994,13.00414379,98.41194418,2.139841981,78.293,5380.264265
GBR,1995,13.00544434,98.51045464,2.066534532,78.353,5575.808489
GBR,1996,12.61873402,98.6090637,1.627480225,78.413,5815.828404
GBR,1997,12.61860783,98.70777147,1.989231915,78.472,5831.957547
GBR,1998,12.61848165,98.80657805,2.395320692,78.532,5908.87149
GBR,1999,12.61835546,98.90548353,2.632717317,78.591,6007.484416
GBR,2000,12.61822928,99.00448802,2.663105175,78.651,6114.529259
GBR,2001,12.53839842,99.10359161,2.497332413,78.751,6141.982551
GBR,2002,12.53827304,99.20279441,2.893173338,79.047,6142.749834
GBR,2003,12.53814766,99.3020965,2.684947302,79.339,6174.550896
GBR,2004,12.53802228,99.401498,3.613032166,79.629,6138.754137
GBR,2005,12.53789689,99.500999,4.283481612,79.915,6270.984059
GBR,2006,12.29960012,99.6005996,4.602089317,80.199,6200.554113
GBR,2007,12.29947713,99.7002999,5.01029338,80.479,6102.396768
