,Country,LOCATION,ISO CODE 2 letter,VARIABLE,Variable,SOURCE,Source,YEAR,Year,visitors,Flag Codes,Flags
5089,Spain,ESP,ES,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,DEMAND,Tourism demand surveys,2014,2014,279622970,,
5090,Spain,ESP,ES,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,DEMAND,Tourism demand surveys,2015,2015,288471634,B,Break
5091,Spain,ESP,ES,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,DEMAND,Tourism demand surveys,2016,2016,280646212,,
5092,Spain,ESP,ES,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,DEMAND,Tourism demand surveys,2017,2017,291692223,,
5093,Spain,ESP,ES,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,DEMAND,Tourism demand surveys,2018,2018,287883699,,
5094,Spain,ESP,ES,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,DEMAND,Tourism demand surveys,2008,2008,45421863,,
5095,Spain,ESP,ES,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,DEMAND,Tourism demand surveys,2009,2009,43509906,,
5096,Spain,ESP,ES,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,DEMAND,Tourism demand surveys,2010,2010,42348225,,
5097,Spain,ESP,ES,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,DEMAND,Tourism demand surveys,2011,2011,35667912,,
5098,Spain,ESP,ES,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,DEMAND,Tourism demand surveys,2012,2012,29306856,,
5099,Spain,ESP,ES,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,DEMAND,Tourism demand surveys,2013,2013,31140779,,
5100,Spain,ESP,ES,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,DEMAND,Tourism demand surveys,2014,2014,34829998,,
5101,Spain,ESP,ES,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,DEMAND,Tourism demand surveys,2015,2015,41004441,B,Break
5102,Spain,ESP,ES,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,DEMAND,Tourism demand surveys,2016,2016,26547265,,
5103,Spain,ESP,ES,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,DEMAND,Tourism demand surveys,2017,2017,32411513,,
5104,Spain,ESP,ES,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,DEMAND,Tourism demand surveys,2018,2018,35598648,,
5105,Spain,ESP,ES,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,DEMAND,Tourism demand surveys,2008,2008,239467800,,
5106,Spain,ESP,ES,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,DEMAND,Tourism demand surveys,2009,2009,236719119,,
5107,Spain,ESP,ES,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,DEMAND,Tourism demand surveys,2010,2010,232042274,,
5108,Spain,ESP,ES,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,DEMAND,Tourism demand surveys,2011,2011,233406146,,
5109,Spain,ESP,ES,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,DEMAND,Tourism demand surveys,2012,2012,230294881,,
5110,Spain,ESP,ES,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,DEMAND,Tourism demand surveys,2013,2013,244131707,,
5111,Spain,ESP,ES,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,DEMAND,Tourism demand surveys,2014,2014,261342135,,
5112,Spain,ESP,ES,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,DEMAND,Tourism demand surveys,2015,2015,266653785,B,Break
5113,Spain,ESP,ES,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,DEMAND,Tourism demand surveys,2016,2016,286223968,,
5114,Spain,ESP,ES,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,DEMAND,Tourism demand surveys,2017,2017,309593151,,
5115,Spain,ESP,ES,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,DEMAND,Tourism demand surveys,2018,2018,293232652,,
5116,Sweden,SWE,SE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2008,2008,11963917,,
5117,Sweden,SWE,SE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2009,2009,12329657,,
5118,Sweden,SWE,SE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2010,2010,12802832,,
5119,Sweden,SWE,SE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2011,2011,12880617,,
5120,Sweden,SWE,SE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2012,2012,12774599,,
5121,Sweden,SWE,SE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2013,2013,12890245,,
5122,Sweden,SWE,SE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2014,2014,13747590,,
5123,Sweden,SWE,SE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2015,2015,15174651,,
5124,Sweden,SWE,SE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2016,2016,15593726,,
5125,Sweden,SWE,SE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2017,2017,16190730,,
5126,Sweden,SWE,SE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2018,2018,17327279,,
5127,Sweden,SWE,SE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2008,2008,7390102,,
5128,Sweden,SWE,SE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2009,2009,7507429,,
5129,Sweden,SWE,SE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2010,2010,7780367,,
5130,Sweden,SWE,SE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2011,2011,7844603,,
5131,Sweden,SWE,SE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2012,2012,7963521,,
5132,Sweden,SWE,SE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2013,2013,8169426,,
5133,Sweden,SWE,SE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2014,2014,8859903,,
5134,Sweden,SWE,SE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2015,2015,9925733,,
5135,Sweden,SWE,SE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2016,2016,10375178,,
5136,Sweden,SWE,SE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2017,2017,10999731,,
5137,Sweden,SWE,SE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2018,2018,11719753,,
5138,Sweden,SWE,SE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2008,2008,4573815,,
5139,Sweden,SWE,SE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2009,2009,4822228,,
5140,Sweden,SWE,SE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2010,2010,5022465,,
5141,Sweden,SWE,SE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2011,2011,5036014,,
5142,Sweden,SWE,SE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2012,2012,4811078,,
5143,Sweden,SWE,SE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2013,2013,4720819,,
5144,Sweden,SWE,SE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2014,2014,4887687,,
5145,Sweden,SWE,SE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2015,2015,5248918,,
5146,Sweden,SWE,SE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2016,2016,5218548,,
5147,Sweden,SWE,SE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2017,2017,5190999,,
5148,Sweden,SWE,SE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2018,2018,5607526,,
5149,Sweden,SWE,SE,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2011,2011,19404572,,
5150,Sweden,SWE,SE,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2012,2012,20011206,,
5151,Sweden,SWE,SE,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2013,2013,18803032,,
5152,Sweden,SWE,SE,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2014,2014,19945119,,
5153,Sweden,SWE,SE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2011,2011,11566770,,
5154,Sweden,SWE,SE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2012,2012,12372124,,
5155,Sweden,SWE,SE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2013,2013,11138752,,
5156,Sweden,SWE,SE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2014,2014,10750215,,
5157,Sweden,SWE,SE,DEU,Germany,DEMAND,Tourism demand surveys,2011,2011,1369101,,
5158,Sweden,SWE,SE,DEU,Germany,DEMAND,Tourism demand surveys,2012,2012,1578299,,
5159,Sweden,SWE,SE,DEU,Germany,DEMAND,Tourism demand surveys,2013,2013,1302965,,
5160,Sweden,SWE,SE,DEU,Germany,DEMAND,Tourism demand surveys,2014,2014,1285072,,
5161,Sweden,SWE,SE,FIN,Finland,DEMAND,Tourism demand surveys,2011,2011,1791695,,
5162,Sweden,SWE,SE,FIN,Finland,DEMAND,Tourism demand surveys,2012,2012,1769268,,
5163,Sweden,SWE,SE,FIN,Finland,DEMAND,Tourism demand surveys,2013,2013,1522610,,
5164,Sweden,SWE,SE,FIN,Finland,DEMAND,Tourism demand surveys,2014,2014,1550012,,
5165,Sweden,SWE,SE,GBR,United Kingdom,DEMAND,Tourism demand surveys,2011,2011,526587,,
5166,Sweden,SWE,SE,GBR,United Kingdom,DEMAND,Tourism demand surveys,2012,2012,635655,,
5167,Sweden,SWE,SE,GBR,United Kingdom,DEMAND,Tourism demand surveys,2013,2013,548355,,
5168,Sweden,SWE,SE,GBR,United Kingdom,DEMAND,Tourism demand surveys,2014,2014,602544,,
5169,Sweden,SWE,SE,NOR,Norway,DEMAND,Tourism demand surveys,2011,2011,1956084,,
5170,Sweden,SWE,SE,NOR,Norway,DEMAND,Tourism demand surveys,2012,2012,1790993,,
5171,Sweden,SWE,SE,NOR,Norway,DEMAND,Tourism demand surveys,2013,2013,1784807,,
5172,Sweden,SWE,SE,NOR,Norway,DEMAND,Tourism demand surveys,2014,2014,1753639,,
5173,Sweden,SWE,SE,DNK,Denmark,DEMAND,Tourism demand surveys,2011,2011,2236809,,
5174,Sweden,SWE,SE,DNK,Denmark,DEMAND,Tourism demand surveys,2012,2012,2585686,,
5175,Sweden,SWE,SE,DNK,Denmark,DEMAND,Tourism demand surveys,2013,2013,2225315,,
5176,Sweden,SWE,SE,DNK,Denmark,DEMAND,Tourism demand surveys,2014,2014,1967388,,
5177,Switzerland,CHE,CH,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2008,2008,8608337,,
5178,Switzerland,CHE,CH,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2009,2009,8293918,,
5179,Switzerland,CHE,CH,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2010,2010,8628284,,
5180,Switzerland,CHE,CH,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2011,2011,8534305,,
5181,Switzerland,CHE,CH,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2012,2012,8566037,,
5182,Switzerland,CHE,CH,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2013,2013,8967432,,
5183,Switzerland,CHE,CH,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2014,2014,9158260,,
5184,Switzerland,CHE,CH,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2015,2015,9304633,,
5185,Switzerland,CHE,CH,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2016,2016,10401929,B,Break
5186,Switzerland,CHE,CH,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2017,2017,11133204,,
5187,Switzerland,CHE,CH,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2018,2018,11714581,,
5188,Switzerland,CHE,CH,CHN,China,SUPPLY,Tourism supply surveys,2008,2008,155852,,
5189,Switzerland,CHE,CH,CHN,China,SUPPLY,Tourism supply surveys,2009,2009,224263,,
5190,Switzerland,CHE,CH,CHN,China,SUPPLY,Tourism supply surveys,2010,2010,332471,,
5191,Switzerland,CHE,CH,CHN,China,SUPPLY,Tourism supply surveys,2011,2011,503334,,
5192,Switzerland,CHE,CH,CHN,China,SUPPLY,Tourism supply surveys,2012,2012,635009,,
5193,Switzerland,CHE,CH,CHN,China,SUPPLY,Tourism supply surveys,2013,2013,769778,,
5194,Switzerland,CHE,CH,CHN,China,SUPPLY,Tourism supply surveys,2014,2014,890879,,
5195,Switzerland,CHE,CH,CHN,China,SUPPLY,Tourism supply surveys,2015,2015,1209674,,
5196,Switzerland,CHE,CH,CHN,China,SUPPLY,Tourism supply surveys,2016,2016,982249,B,Break
5197,Switzerland,CHE,CH,CHN,China,SUPPLY,Tourism supply surveys,2017,2017,1061628,,
5198,Switzerland,CHE,CH,CHN,China,SUPPLY,Tourism supply surveys,2018,2018,1134799,,
5199,Switzerland,CHE,CH,DEU,Germany,SUPPLY,Tourism supply surveys,2008,2008,2344337,,
5200,Switzerland,CHE,CH,DEU,Germany,SUPPLY,Tourism supply surveys,2009,2009,2294411,,
5201,Switzerland,CHE,CH,DEU,Germany,SUPPLY,Tourism supply surveys,2010,2010,2237941,,
5202,Switzerland,CHE,CH,DEU,Germany,SUPPLY,Tourism supply surveys,2011,2011,2038680,,
5203,Switzerland,CHE,CH,DEU,Germany,SUPPLY,Tourism supply surveys,2012,2012,1871498,,
5204,Switzerland,CHE,CH,DEU,Germany,SUPPLY,Tourism supply surveys,2013,2013,1854263,,
5205,Switzerland,CHE,CH,DEU,Germany,SUPPLY,Tourism supply surveys,2014,2014,1811833,,
5206,Switzerland,CHE,CH,DEU,Germany,SUPPLY,Tourism supply surveys,2015,2015,1616251,,
5207,Switzerland,CHE,CH,DEU,Germany,SUPPLY,Tourism supply surveys,2016,2016,2017722,B,Break
5208,Switzerland,CHE,CH,DEU,Germany,SUPPLY,Tourism supply surveys,2017,2017,2072112,,
5209,Switzerland,CHE,CH,DEU,Germany,SUPPLY,Tourism supply surveys,2018,2018,2216038,,
5210,Switzerland,CHE,CH,FRA,France,SUPPLY,Tourism supply surveys,2008,2008,670663,,
5211,Switzerland,CHE,CH,FRA,France,SUPPLY,Tourism supply surveys,2009,2009,685842,,
5212,Switzerland,CHE,CH,FRA,France,SUPPLY,Tourism supply surveys,2010,2010,700578,,
5213,Switzerland,CHE,CH,FRA,France,SUPPLY,Tourism supply surveys,2011,2011,680932,,
5214,Switzerland,CHE,CH,FRA,France,SUPPLY,Tourism supply surveys,2012,2012,669344,,
5215,Switzerland,CHE,CH,FRA,France,SUPPLY,Tourism supply surveys,2013,2013,692288,,
5216,Switzerland,CHE,CH,FRA,France,SUPPLY,Tourism supply surveys,2014,2014,698588,,
5217,Switzerland,CHE,CH,FRA,France,SUPPLY,Tourism supply surveys,2015,2015,655062,,
5218,Switzerland,CHE,CH,FRA,France,SUPPLY,Tourism supply surveys,2016,2016,772751,B,Break
5219,Switzerland,CHE,CH,FRA,France,SUPPLY,Tourism supply surveys,2017,2017,787580,,
5220,Switzerland,CHE,CH,FRA,France,SUPPLY,Tourism supply surveys,2018,2018,826078,,
5221,Switzerland,CHE,CH,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2008,2008,825719,,
5222,Switzerland,CHE,CH,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2009,2009,691409,,
5223,Switzerland,CHE,CH,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2010,2010,732050,,
5224,Switzerland,CHE,CH,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2011,2011,682117,,
5225,Switzerland,CHE,CH,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2012,2012,659290,,
5226,Switzerland,CHE,CH,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2013,2013,698375,,
5227,Switzerland,CHE,CH,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2014,2014,711595,,
5228,Switzerland,CHE,CH,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2015,2015,709925,,
5229,Switzerland,CHE,CH,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2016,2016,800102,B,Break
5230,Switzerland,CHE,CH,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2017,2017,807905,,
5231,Switzerland,CHE,CH,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2018,2018,820179,,
5232,Switzerland,CHE,CH,ITA,Italy,SUPPLY,Tourism supply surveys,2008,2008,552953,,
5233,Switzerland,CHE,CH,ITA,Italy,SUPPLY,Tourism supply surveys,2009,2009,546564,,
5234,Switzerland,CHE,CH,ITA,Italy,SUPPLY,Tourism supply surveys,2010,2010,520542,,
5235,Switzerland,CHE,CH,ITA,Italy,SUPPLY,Tourism supply surveys,2011,2011,482940,,
5236,Switzerland,CHE,CH,ITA,Italy,SUPPLY,Tourism supply surveys,2012,2012,489182,,
5237,Switzerland,CHE,CH,ITA,Italy,SUPPLY,Tourism supply surveys,2013,2013,493839,,
5238,Switzerland,CHE,CH,ITA,Italy,SUPPLY,Tourism supply surveys,2014,2014,504484,,
5239,Switzerland,CHE,CH,ITA,Italy,SUPPLY,Tourism supply surveys,2015,2015,478165,,
5240,Switzerland,CHE,CH,ITA,Italy,SUPPLY,Tourism supply surveys,2016,2016,520022,B,Break
5241,Switzerland,CHE,CH,ITA,Italy,SUPPLY,Tourism supply surveys,2017,2017,529618,,
5242,Switzerland,CHE,CH,ITA,Italy,SUPPLY,Tourism supply surveys,2018,2018,529381,,
5243,Switzerland,CHE,CH,USA,United States,SUPPLY,Tourism supply surveys,2008,2008,651876,,
5244,Switzerland,CHE,CH,USA,United States,SUPPLY,Tourism supply surveys,2009,2009,609878,,
5245,Switzerland,CHE,CH,USA,United States,SUPPLY,Tourism supply surveys,2010,2010,680216,,
5246,Switzerland,CHE,CH,USA,United States,SUPPLY,Tourism supply surveys,2011,2011,668961,,
5247,Switzerland,CHE,CH,USA,United States,SUPPLY,Tourism supply surveys,2012,2012,687042,,
5248,Switzerland,CHE,CH,USA,United States,SUPPLY,Tourism supply surveys,2013,2013,726035,,
5249,Switzerland,CHE,CH,USA,United States,SUPPLY,Tourism supply surveys,2014,2014,751514,,
5250,Switzerland,CHE,CH,USA,United States,SUPPLY,Tourism supply surveys,2015,2015,802503,,
5251,Switzerland,CHE,CH,USA,United States,SUPPLY,Tourism supply surveys,2016,2016,898804,B,Break
5252,Switzerland,CHE,CH,USA,United States,SUPPLY,Tourism supply surveys,2017,2017,1009002,,
5253,Switzerland,CHE,CH,USA,United States,SUPPLY,Tourism supply surveys,2018,2018,1117516,,
5254,Switzerland,CHE,CH,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2016,2016,24016379,,
5255,Switzerland,CHE,CH,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2017,2017,25515122,,
5256,Switzerland,CHE,CH,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2018,2018,26784186,,
5257,Switzerland,CHE,CH,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2008,2008,21508296,,
5258,Switzerland,CHE,CH,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2009,2009,20164425,,
5259,Switzerland,CHE,CH,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2010,2010,20442508,,
5260,Switzerland,CHE,CH,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2011,2011,19733889,,
5261,Switzerland,CHE,CH,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2012,2012,19076238,,
5262,Switzerland,CHE,CH,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2013,2013,19734657,,
5263,Switzerland,CHE,CH,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2014,2014,19907377,,
5264,Switzerland,CHE,CH,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2015,2015,19576295,,
5265,Switzerland,CHE,CH,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2016,2016,19288015,,
5266,Switzerland,CHE,CH,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2017,2017,20472865,,
5267,Switzerland,CHE,CH,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2018,2018,21393736,,
5268,Switzerland,CHE,CH,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2016,2016,4728364,,
5269,Switzerland,CHE,CH,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2017,2017,5042257,,
5270,Switzerland,CHE,CH,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2018,2018,5390450,,
5271,Turkey,TUR,TR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2008,2008,17743000,,
5272,Turkey,TUR,TR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2009,2009,19297000,,
5273,Turkey,TUR,TR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2010,2010,25246000,,
5274,Turkey,TUR,TR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2011,2011,26109000,,
5275,Turkey,TUR,TR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2012,2012,26870000,,
5276,Turkey,TUR,TR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2013,2013,26811000,,
5277,Turkey,TUR,TR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2014,2014,30345000,,
5278,Turkey,TUR,TR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2015,2015,27614000,,
5279,Turkey,TUR,TR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2016,2016,18048000,,
5280,Turkey,TUR,TR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2017,2017,22928000,,
5281,Turkey,TUR,TR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2018,2018,31136000,,
5282,Turkey,TUR,TR,CHN,China,SUPPLY,Tourism supply surveys,2008,2008,70000,,
5283,Turkey,TUR,TR,CHN,China,SUPPLY,Tourism supply surveys,2009,2009,59000,,
5284,Turkey,TUR,TR,CHN,China,SUPPLY,Tourism supply surveys,2010,2010,95000,,
5285,Turkey,TUR,TR,CHN,China,SUPPLY,Tourism supply surveys,2011,2011,146000,,
5286,Turkey,TUR,TR,CHN,China,SUPPLY,Tourism supply surveys,2012,2012,210000,,
5287,Turkey,TUR,TR,CHN,China,SUPPLY,Tourism supply surveys,2013,2013,264000,,
5288,Turkey,TUR,TR,CHN,China,SUPPLY,Tourism supply surveys,2014,2014,375000,,
5289,Turkey,TUR,TR,CHN,China,SUPPLY,Tourism supply surveys,2015,2015,751000,,
5290,Turkey,TUR,TR,CHN,China,SUPPLY,Tourism supply surveys,2016,2016,377000,,
5291,Turkey,TUR,TR,CHN,China,SUPPLY,Tourism supply surveys,2017,2017,753000,,
5292,Turkey,TUR,TR,CHN,China,SUPPLY,Tourism supply surveys,2018,2018,1249000,,
5293,Turkey,TUR,TR,DEU,Germany,SUPPLY,Tourism supply surveys,2008,2008,3836000,,
5294,Turkey,TUR,TR,DEU,Germany,SUPPLY,Tourism supply surveys,2009,2009,3548000,,
5295,Turkey,TUR,TR,DEU,Germany,SUPPLY,Tourism supply surveys,2010,2010,5094000,,
5296,Turkey,TUR,TR,DEU,Germany,SUPPLY,Tourism supply surveys,2011,2011,5148000,,
5297,Turkey,TUR,TR,DEU,Germany,SUPPLY,Tourism supply surveys,2012,2012,5581000,,
5298,Turkey,TUR,TR,DEU,Germany,SUPPLY,Tourism supply surveys,2013,2013,5118000,,
5299,Turkey,TUR,TR,DEU,Germany,SUPPLY,Tourism supply surveys,2014,2014,5542000,,
5300,Turkey,TUR,TR,DEU,Germany,SUPPLY,Tourism supply surveys,2015,2015,5896000,,
5301,Turkey,TUR,TR,DEU,Germany,SUPPLY,Tourism supply surveys,2016,2016,3984000,,
5302,Turkey,TUR,TR,DEU,Germany,SUPPLY,Tourism supply surveys,2017,2017,3601000,,
5303,Turkey,TUR,TR,DEU,Germany,SUPPLY,Tourism supply surveys,2018,2018,4651000,,
5304,Turkey,TUR,TR,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2008,2008,1499000,,
5305,Turkey,TUR,TR,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2009,2009,2015000,,
5306,Turkey,TUR,TR,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2010,2010,2773000,,
