LOCATION,VARIABLE,Variable,SOURCE,Source,YEAR,Year,visitors,Flag Codes,Flags
PER,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2012,2012,13256240,,
PER,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2013,2013,15357680,,
PER,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2014,2014,13483092,,
PER,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2015,2015,13512582,,
PER,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2016,2016,14842440,,
PER,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2017,2017,14675806,,
PER,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2018,2018,14301898,,
PER,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2008,2008,2581562,,
PER,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2009,2009,2680943,,
PER,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2010,2010,2948230,,
PER,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2011,2011,3299121,,
PER,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2012,2012,3641762,,
PER,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2013,2013,4010318,,
PER,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2014,2014,4061747,,
PER,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2015,2015,4381185,,
PER,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2016,2016,4718052,,
PER,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2017,2017,4992660,,
PER,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2018,2018,5384658,,
PER,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2008,2008,2057620,,
PER,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2009,2009,2139961,,
PER,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2010,2010,2299187,,
PER,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2011,2011,2597803,,
PER,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2012,2012,2845623,,
PER,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2013,2013,3163639,,
PER,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2014,2014,3214934,,
PER,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2015,2015,3455709,,
PER,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2016,2016,3744461,,
PER,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2017,2017,4032339,,
PER,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2018,2018,4419430,,
PER,ARG,Argentina,DEMAND,Tourism demand surveys,2008,2008,97478,,
PER,ARG,Argentina,DEMAND,Tourism demand surveys,2009,2009,121172,,
PER,ARG,Argentina,DEMAND,Tourism demand surveys,2010,2010,127062,,
PER,ARG,Argentina,DEMAND,Tourism demand surveys,2011,2011,147403,,
PER,ARG,Argentina,DEMAND,Tourism demand surveys,2012,2012,158950,,
PER,ARG,Argentina,DEMAND,Tourism demand surveys,2013,2013,155145,,
PER,ARG,Argentina,DEMAND,Tourism demand surveys,2014,2014,155931,,
PER,ARG,Argentina,DEMAND,Tourism demand surveys,2015,2015,170960,,
PER,ARG,Argentina,DEMAND,Tourism demand surveys,2016,2016,175488,,
PER,ARG,Argentina,DEMAND,Tourism demand surveys,2017,2017,205465,,
PER,ARG,Argentina,DEMAND,Tourism demand surveys,2018,2018,216041,,
PER,BOL,Bolivia,DEMAND,Tourism demand surveys,2008,2008,86619,,
PER,BOL,Bolivia,DEMAND,Tourism demand surveys,2009,2009,93408,,
PER,BOL,Bolivia,DEMAND,Tourism demand surveys,2010,2010,86181,,
PER,BOL,Bolivia,DEMAND,Tourism demand surveys,2011,2011,88042,,
PER,BOL,Bolivia,DEMAND,Tourism demand surveys,2012,2012,101546,,
PER,BOL,Bolivia,DEMAND,Tourism demand surveys,2013,2013,111983,,
PER,BOL,Bolivia,DEMAND,Tourism demand surveys,2014,2014,126689,,
PER,BOL,Bolivia,DEMAND,Tourism demand surveys,2015,2015,128943,,
PER,BOL,Bolivia,DEMAND,Tourism demand surveys,2016,2016,136805,,
PER,BOL,Bolivia,DEMAND,Tourism demand surveys,2017,2017,146660,,
PER,BOL,Bolivia,DEMAND,Tourism demand surveys,2018,2018,158974,,
PER,BRA,Brazil,DEMAND,Tourism demand surveys,2008,2008,64573,,
PER,BRA,Brazil,DEMAND,Tourism demand surveys,2009,2009,82764,,
PER,BRA,Brazil,DEMAND,Tourism demand surveys,2010,2010,87674,,
PER,BRA,Brazil,DEMAND,Tourism demand surveys,2011,2011,117537,,
PER,BRA,Brazil,DEMAND,Tourism demand surveys,2012,2012,126085,,
PER,BRA,Brazil,DEMAND,Tourism demand surveys,2013,2013,143538,,
PER,BRA,Brazil,DEMAND,Tourism demand surveys,2014,2014,147875,,
PER,BRA,Brazil,DEMAND,Tourism demand surveys,2015,2015,148312,,
PER,BRA,Brazil,DEMAND,Tourism demand surveys,2016,2016,148296,,
PER,BRA,Brazil,DEMAND,Tourism demand surveys,2017,2017,173753,,
PER,BRA,Brazil,DEMAND,Tourism demand surveys,2018,2018,177711,,
PER,CHL,Chile,DEMAND,Tourism demand surveys,2008,2008,452705,,
PER,CHL,Chile,DEMAND,Tourism demand surveys,2009,2009,464153,,
PER,CHL,Chile,DEMAND,Tourism demand surveys,2010,2010,595944,,
PER,CHL,Chile,DEMAND,Tourism demand surveys,2011,2011,741717,,
PER,CHL,Chile,DEMAND,Tourism demand surveys,2012,2012,806929,,
PER,CHL,Chile,DEMAND,Tourism demand surveys,2013,2013,886485,,
PER,CHL,Chile,DEMAND,Tourism demand surveys,2014,2014,903793,,
PER,CHL,Chile,DEMAND,Tourism demand surveys,2015,2015,984584,,
PER,CHL,Chile,DEMAND,Tourism demand surveys,2016,2016,1055880,,
PER,CHL,Chile,DEMAND,Tourism demand surveys,2017,2017,1101055,,
PER,CHL,Chile,DEMAND,Tourism demand surveys,2018,2018,1159188,,
PER,USA,United States,DEMAND,Tourism demand surveys,2008,2008,420608,,
PER,USA,United States,DEMAND,Tourism demand surveys,2009,2009,426325,,
PER,USA,United States,DEMAND,Tourism demand surveys,2010,2010,417232,,
PER,USA,United States,DEMAND,Tourism demand surveys,2011,2011,411935,,
PER,USA,United States,DEMAND,Tourism demand surveys,2012,2012,447218,,
PER,USA,United States,DEMAND,Tourism demand surveys,2013,2013,487328,,
PER,USA,United States,DEMAND,Tourism demand surveys,2014,2014,514227,,
PER,USA,United States,DEMAND,Tourism demand surveys,2015,2015,545212,,
PER,USA,United States,DEMAND,Tourism demand surveys,2016,2016,586479,,
PER,USA,United States,DEMAND,Tourism demand surveys,2017,2017,598685,,
PER,USA,United States,DEMAND,Tourism demand surveys,2018,2018,641280,,
PER,ECU,Ecuador,DEMAND,Tourism demand surveys,2008,2008,128063,,
PER,ECU,Ecuador,DEMAND,Tourism demand surveys,2009,2009,136054,,
PER,ECU,Ecuador,DEMAND,Tourism demand surveys,2010,2010,152445,,
PER,ECU,Ecuador,DEMAND,Tourism demand surveys,2011,2011,160841,,
PER,ECU,Ecuador,DEMAND,Tourism demand surveys,2012,2012,176071,,
PER,ECU,Ecuador,DEMAND,Tourism demand surveys,2013,2013,208358,,
PER,ECU,Ecuador,DEMAND,Tourism demand surveys,2014,2014,223995,,
PER,ECU,Ecuador,DEMAND,Tourism demand surveys,2015,2015,256127,,
PER,ECU,Ecuador,DEMAND,Tourism demand surveys,2016,2016,318172,,
PER,ECU,Ecuador,DEMAND,Tourism demand surveys,2017,2017,288987,,
PER,ECU,Ecuador,DEMAND,Tourism demand surveys,2018,2018,293231,,
PER,COL,Colombia,DEMAND,Tourism demand surveys,2008,2008,76559,,
PER,COL,Colombia,DEMAND,Tourism demand surveys,2009,2009,87225,,
PER,COL,Colombia,DEMAND,Tourism demand surveys,2010,2010,98642,,
PER,COL,Colombia,DEMAND,Tourism demand surveys,2011,2011,112816,,
PER,COL,Colombia,DEMAND,Tourism demand surveys,2012,2012,133975,,
PER,COL,Colombia,DEMAND,Tourism demand surveys,2013,2013,134725,,
PER,COL,Colombia,DEMAND,Tourism demand surveys,2014,2014,151876,,
PER,COL,Colombia,DEMAND,Tourism demand surveys,2015,2015,165384,,
PER,COL,Colombia,DEMAND,Tourism demand surveys,2016,2016,189754,,
PER,COL,Colombia,DEMAND,Tourism demand surveys,2017,2017,200812,,
PER,COL,Colombia,DEMAND,Tourism demand surveys,2018,2018,219452,,
PHL,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2008,2008,3139422,,
PHL,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2009,2009,3017099,,
PHL,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2010,2010,3520471,,
PHL,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2011,2011,3917454,,
PHL,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2012,2012,4272811,,
PHL,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2013,2013,4681307,,
PHL,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2014,2014,4833368,,
PHL,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2015,2015,5360682,,
PHL,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2016,2016,5967005,,
PHL,AUS,Australia,DEMAND,Tourism demand surveys,2008,2008,121514,,
PHL,AUS,Australia,DEMAND,Tourism demand surveys,2009,2009,132330,,
PHL,AUS,Australia,DEMAND,Tourism demand surveys,2010,2010,147469,,
PHL,AUS,Australia,DEMAND,Tourism demand surveys,2014,2014,224784,,
PHL,AUS,Australia,DEMAND,Tourism demand surveys,2015,2015,241187,,
PHL,AUS,Australia,DEMAND,Tourism demand surveys,2016,2016,251098,,
PHL,CHN,China,DEMAND,Tourism demand surveys,2008,2008,163689,,
PHL,CHN,China,DEMAND,Tourism demand surveys,2009,2009,155019,,
PHL,CHN,China,DEMAND,Tourism demand surveys,2010,2010,187446,,
PHL,CHN,China,DEMAND,Tourism demand surveys,2011,2011,243137,,
PHL,CHN,China,DEMAND,Tourism demand surveys,2012,2012,250883,,
PHL,CHN,China,DEMAND,Tourism demand surveys,2013,2013,426352,,
PHL,CHN,China,DEMAND,Tourism demand surveys,2014,2014,394951,,
PHL,CHN,China,DEMAND,Tourism demand surveys,2015,2015,490841,,
PHL,CHN,China,DEMAND,Tourism demand surveys,2016,2016,675663,,
PHL,JPN,Japan,DEMAND,Tourism demand surveys,2008,2008,359306,,
PHL,JPN,Japan,DEMAND,Tourism demand surveys,2009,2009,324980,,
PHL,JPN,Japan,DEMAND,Tourism demand surveys,2010,2010,358744,,
PHL,JPN,Japan,DEMAND,Tourism demand surveys,2011,2011,375496,,
PHL,JPN,Japan,DEMAND,Tourism demand surveys,2012,2012,412474,,
PHL,JPN,Japan,DEMAND,Tourism demand surveys,2013,2013,433705,,
PHL,JPN,Japan,DEMAND,Tourism demand surveys,2014,2014,463744,,
PHL,JPN,Japan,DEMAND,Tourism demand surveys,2015,2015,495662,,
PHL,JPN,Japan,DEMAND,Tourism demand surveys,2016,2016,535238,,
PHL,KOR,Korea,DEMAND,Tourism demand surveys,2008,2008,611629,,
PHL,KOR,Korea,DEMAND,Tourism demand surveys,2009,2009,497936,,
PHL,KOR,Korea,DEMAND,Tourism demand surveys,2010,2010,740622,,
PHL,KOR,Korea,DEMAND,Tourism demand surveys,2011,2011,925204,,
PHL,KOR,Korea,DEMAND,Tourism demand surveys,2012,2012,1031155,,
PHL,KOR,Korea,DEMAND,Tourism demand surveys,2013,2013,1170000,,
PHL,KOR,Korea,DEMAND,Tourism demand surveys,2014,2014,1175472,,
PHL,KOR,Korea,DEMAND,Tourism demand surveys,2015,2015,1339678,,
PHL,KOR,Korea,DEMAND,Tourism demand surveys,2016,2016,1475081,,
PHL,TWN,Chinese Taipei,DEMAND,Tourism demand surveys,2011,2011,181738,,
PHL,TWN,Chinese Taipei,DEMAND,Tourism demand surveys,2012,2012,216511,,
PHL,TWN,Chinese Taipei,DEMAND,Tourism demand surveys,2013,2013,139099,,
PHL,TWN,Chinese Taipei,DEMAND,Tourism demand surveys,2015,2015,177670,,
PHL,TWN,Chinese Taipei,DEMAND,Tourism demand surveys,2016,2016,229303,,
PHL,USA,United States,DEMAND,Tourism demand surveys,2008,2008,578246,,
PHL,USA,United States,DEMAND,Tourism demand surveys,2009,2009,582537,,
PHL,USA,United States,DEMAND,Tourism demand surveys,2010,2010,600165,,
PHL,USA,United States,DEMAND,Tourism demand surveys,2011,2011,624527,,
PHL,USA,United States,DEMAND,Tourism demand surveys,2012,2012,652626,,
PHL,USA,United States,DEMAND,Tourism demand surveys,2013,2013,674564,,
PHL,USA,United States,DEMAND,Tourism demand surveys,2014,2014,722750,,
PHL,USA,United States,DEMAND,Tourism demand surveys,2015,2015,779217,,
PHL,USA,United States,DEMAND,Tourism demand surveys,2016,2016,869463,,
ROU,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2008,2008,1465891,,
ROU,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2009,2009,1275590,B,Break
ROU,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2010,2010,1346343,,
ROU,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2011,2011,1516699,,
ROU,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2012,2012,1653361,,
ROU,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2013,2013,1714538,,
ROU,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2014,2014,1911817,,
ROU,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2015,2015,2234232,,
ROU,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2016,2016,2471411,,
ROU,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2017,2017,2749272,,
ROU,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2018,2018,2785405,,
ROU,DEU,Germany,SUPPLY,Tourism supply surveys,2008,2008,213000,,
ROU,DEU,Germany,SUPPLY,Tourism supply surveys,2009,2009,182000,B,Break
ROU,DEU,Germany,SUPPLY,Tourism supply surveys,2010,2010,185000,,
ROU,DEU,Germany,SUPPLY,Tourism supply surveys,2011,2011,206932,,
ROU,DEU,Germany,SUPPLY,Tourism supply surveys,2012,2012,229823,,
ROU,DEU,Germany,SUPPLY,Tourism supply surveys,2013,2013,228592,,
ROU,DEU,Germany,SUPPLY,Tourism supply surveys,2014,2014,234451,,
ROU,DEU,Germany,SUPPLY,Tourism supply surveys,2015,2015,266934,,
ROU,DEU,Germany,SUPPLY,Tourism supply surveys,2016,2016,281704,,
ROU,DEU,Germany,SUPPLY,Tourism supply surveys,2017,2017,324371,,
ROU,DEU,Germany,SUPPLY,Tourism supply surveys,2018,2018,326241,,
ROU,FRA,France,SUPPLY,Tourism supply surveys,2008,2008,116000,,
ROU,FRA,France,SUPPLY,Tourism supply surveys,2009,2009,100000,B,Break
ROU,FRA,France,SUPPLY,Tourism supply surveys,2010,2010,99000,,
ROU,FRA,France,SUPPLY,Tourism supply surveys,2011,2011,109346,,
ROU,FRA,France,SUPPLY,Tourism supply surveys,2012,2012,117929,,
ROU,FRA,France,SUPPLY,Tourism supply surveys,2013,2013,118649,,
ROU,FRA,France,SUPPLY,Tourism supply surveys,2014,2014,123779,,
ROU,FRA,France,SUPPLY,Tourism supply surveys,2015,2015,134468,,
ROU,FRA,France,SUPPLY,Tourism supply surveys,2016,2016,145584,,
ROU,FRA,France,SUPPLY,Tourism supply surveys,2017,2017,167163,,
ROU,FRA,France,SUPPLY,Tourism supply surveys,2018,2018,170635,,
ROU,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2008,2008,82000,,
ROU,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2009,2009,71000,B,Break
ROU,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2010,2010,72000,,
ROU,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2011,2011,81000,,
ROU,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2012,2012,91694,,
ROU,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2013,2013,92756,,
ROU,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2014,2014,111601,,
ROU,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2015,2015,125589,,
ROU,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2016,2016,140594,,
ROU,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2017,2017,154787,,
ROU,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2018,2018,151803,,
ROU,HUN,Hungary,SUPPLY,Tourism supply surveys,2008,2008,92000,,
ROU,HUN,Hungary,SUPPLY,Tourism supply surveys,2009,2009,77000,B,Break
ROU,HUN,Hungary,SUPPLY,Tourism supply surveys,2010,2010,76000,,
ROU,HUN,Hungary,SUPPLY,Tourism supply surveys,2011,2011,86000,,
ROU,HUN,Hungary,SUPPLY,Tourism supply surveys,2012,2012,90000,,
ROU,HUN,Hungary,SUPPLY,Tourism supply surveys,2013,2013,99261,,
ROU,HUN,Hungary,SUPPLY,Tourism supply surveys,2014,2014,217270,,
ROU,HUN,Hungary,SUPPLY,Tourism supply surveys,2015,2015,120239,,
ROU,HUN,Hungary,SUPPLY,Tourism supply surveys,2016,2016,138103,,
ROU,HUN,Hungary,SUPPLY,Tourism supply surveys,2017,2017,153360,,
ROU,HUN,Hungary,SUPPLY,Tourism supply surveys,2018,2018,158619,,
ROU,ITA,Italy,SUPPLY,Tourism supply surveys,2008,2008,166000,,
ROU,ITA,Italy,SUPPLY,Tourism supply surveys,2009,2009,165000,B,Break
ROU,ITA,Italy,SUPPLY,Tourism supply surveys,2010,2010,145000,,
ROU,ITA,Italy,SUPPLY,Tourism supply surveys,2011,2011,172245,,
ROU,ITA,Italy,SUPPLY,Tourism supply surveys,2012,2012,181812,,
ROU,ITA,Italy,SUPPLY,Tourism supply surveys,2013,2013,181894,,
ROU,ITA,Italy,SUPPLY,Tourism supply surveys,2014,2014,184514,,
ROU,ITA,Italy,SUPPLY,Tourism supply surveys,2015,2015,211201,,
ROU,ITA,Italy,SUPPLY,Tourism supply surveys,2016,2016,233787,,
ROU,ITA,Italy,SUPPLY,Tourism supply surveys,2017,2017,241398,,
ROU,ITA,Italy,SUPPLY,Tourism supply surveys,2018,2018,240155,,
ROU,USA,United States,SUPPLY,Tourism supply surveys,2008,2008,76000,,
ROU,USA,United States,SUPPLY,Tourism supply surveys,2009,2009,76000,B,Break
ROU,USA,United States,SUPPLY,Tourism supply surveys,2010,2010,84000,,
ROU,USA,United States,SUPPLY,Tourism supply surveys,2011,2011,85825,,
ROU,USA,United States,SUPPLY,Tourism supply surveys,2012,2012,89914,,
ROU,USA,United States,SUPPLY,Tourism supply surveys,2013,2013,91625,,
ROU,USA,United States,SUPPLY,Tourism supply surveys,2014,2014,113420,,
ROU,USA,United States,SUPPLY,Tourism supply surveys,2015,2015,130201,,
ROU,USA,United States,SUPPLY,Tourism supply surveys,2016,2016,137586,,
ROU,USA,United States,SUPPLY,Tourism supply surveys,2017,2017,157179,,
ROU,USA,United States,SUPPLY,Tourism supply surveys,2018,2018,165532,,
ROU,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2008,2008,3359244,,
ROU,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2009,2009,2667666,B,Break
ROU,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2010,2010,2766581,,
ROU,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2011,2011,3066882,,
ROU,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2012,2012,3291504,,
ROU,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2013,2013,3471152,,
ROU,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2014,2014,3762465,,
ROU,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2015,2015,4460017,,
ROU,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2016,2016,4812050,,
ROU,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2017,2017,5267984,,
ROU,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2018,2018,5304912,,
ROU,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2008,2008,3251357,,
ROU,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2009,2009,2581861,B,Break
ROU,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2010,2010,2684868,,
ROU,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2011,2011,2981991,,
ROU,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2012,2012,3001482,,
ROU,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2013,2013,3167791,,
ROU,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2014,2014,3503522,,
ROU,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2015,2015,4100387,,
ROU,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2016,2016,4399597,,
ROU,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2017,2017,4799993,,
ROU,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2018,2018,4853961,,
ROU,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2008,2008,107887,,
ROU,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2009,2009,85805,B,Break
ROU,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2010,2010,81713,,
ROU,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2011,2011,84891,,
ROU,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2012,2012,290022,,
ROU,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2013,2013,303361,,
ROU,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2014,2014,258943,,
ROU,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2015,2015,359630,,
ROU,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2016,2016,412453,,
ROU,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2017,2017,467991,,
ROU,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2018,2018,450951,,
ROU,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2008,2008,8862000,,
ROU,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2009,2009,7575000,,
ROU,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2010,2010,7498000,,
ROU,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2011,2011,7611124,,
ROU,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2012,2012,7936694,,
ROU,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2013,2013,8018576,,
ROU,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2014,2014,8441603,,
ROU,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2015,2015,9331056,,
ROU,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2016,2016,10222889,,
ROU,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2017,2017,10925597,,
ROU,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2018,2018,11720425,,
RUS,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2008,2008,3922451,,
RUS,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2009,2009,3055410,,
RUS,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2010,2010,3413419,,
RUS,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2011,2011,3865916,,
RUS,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2012,2012,4213618,,
RUS,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2013,2013,4443578,,
RUS,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2014,2014,4607893,B,Break
RUS,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2015,2015,5627311,,
RUS,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2016,2016,6092227,,
